prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,82.6447
0,0,1,32,82.6463
0,0,1,64,83.3613
0,0,1,128,85.1307
0,0,1,256,89.0143
0,0,1,512,92.0437
0,0,1,1024,91.082
0,0,1,2048,94.1967
0,0,1,4096,96.9067
0,0,1,8192,100.363
0,0,1,16384,106.613
0,0,1,32768,116.234
0,0,2,16,83.2113
0,0,2,32,82.8793
0,0,2,64,83.9163
0,0,2,128,85.9427
0,0,2,256,88.2443
0,0,2,512,92.0437
0,0,2,1024,92.1823
0,0,2,2048,93.5803
0,0,2,4096,99.489
0,0,2,8192,106.815
0,0,2,16384,114.634
0,0,2,32768,125.249
0,0,4,16,83.0607
0,0,4,32,83.082
0,0,4,64,84.4053
0,0,4,128,85.9623
0,0,4,256,89.9203
0,0,4,512,92.5447
0,0,4,1024,93.1847
0,0,4,2048,99.4667
0,0,4,4096,106.092
0,0,4,8192,114.666
0,0,4,16384,123.489
0,0,4,32768,138.219
0,0,8,16,84.63
0,0,8,32,83.9587
0,0,8,64,86.1757
0,0,8,128,87.9037
0,0,8,256,94.7847
0,0,8,512,96.439
0,0,8,1024,99.5207
0,0,8,2048,106.326
0,0,8,4096,111.542
0,0,8,8192,120.204
0,0,8,16384,136.854
0,0,8,32768,169.921
0,0,16,16,86.0273
0,0,16,32,86.2617
0,0,16,64,87.52
0,0,16,128,89.2277
0,0,16,256,102.187
0,0,16,512,102.591
0,0,16,1024,107.722
0,0,16,2048,110.977
0,0,16,4096,120.961
0,0,16,8192,137.121
0,0,16,16384,169.921
0,0,16,32768,239.553
0,0,32,16,88.5133
0,0,32,32,89.0777
0,0,32,64,90.218
0,0,32,128,92.5853
0,0,32,256,107.733
0,0,32,512,112.652
0,0,32,1024,116.481
0,0,32,2048,123.574
0,0,32,4096,141.003
0,0,32,8192,175.479
0,0,32,16384,242.657
0,0,32,32768,378.328
0,0,64,16,93.6103
0,0,64,32,94.3357
0,0,64,64,95.2007
0,0,64,128,97.1093
0,0,64,256,120.747
0,0,64,512,123.905
0,0,64,1024,132.512
0,0,64,2048,149.845
0,0,64,4096,187.051
0,0,64,8192,253.346
0,0,64,16384,389.814
0,0,64,32768,656.589
0,0,128,16,103.787
0,0,128,32,105.153
0,0,128,64,105.504
0,0,128,128,107.627
0,0,128,256,125.835
0,0,128,512,135.073
0,0,128,1024,154.144
0,0,128,2048,188.31
0,0,128,4096,257.847
0,0,128,8192,391.948
0,0,128,16384,660.717
0,0,128,32768,1197.87
0,0,256,16,124.64
0,0,256,32,123.958
0,0,256,64,129.537
0,0,256,128,132.896
0,0,256,256,173.76
0,0,256,512,194.22
0,0,256,1024,228.908
0,0,256,2048,296.385
0,0,256,4096,427.916
0,0,256,8192,693.284
0,0,256,16384,1222.4
0,0,256,32768,2280.63
16,0,0,0,89.1643
16,0,1,16,92.4383
16,0,1,32,92.5453
16,0,1,64,93.6003
16,0,1,128,94.7733
16,0,1,256,100.951
16,0,1,512,102.304
16,0,1,1024,103.52
16,0,1,2048,108.002
16,0,1,4096,115.2
16,0,1,8192,126.913
16,0,1,16384,153.089
16,0,1,32768,202.827
16,0,2,16,92.1593
16,0,2,32,92.3743
16,0,2,64,94.3893
16,0,2,128,95.479
16,0,2,256,100.128
16,0,2,512,100.918
16,0,2,1024,102.923
16,0,2,2048,107.275
16,0,2,4096,112.928
16,0,2,8192,125.782
16,0,2,16384,152.374
16,0,2,32768,202.625
16,0,4,16,93.119
16,0,4,32,93.4287
16,0,4,64,94.315
16,0,4,128,96.501
16,0,4,256,103.329
16,0,4,512,102.401
16,0,4,1024,105.685
16,0,4,2048,109.995
16,0,4,4096,115.51
16,0,4,8192,128.844
16,0,4,16384,153.632
16,0,4,32768,205.803
16,0,8,16,94.806
16,0,8,32,94.2727
16,0,8,64,95.3597
16,0,8,128,96.971
16,0,8,256,103.019
16,0,8,512,104.886
16,0,8,1024,107.008
16,0,8,2048,111.307
16,0,8,4096,118.902
16,0,8,8192,131.242
16,0,8,16384,158.934
16,0,8,32768,211.659
16,0,16,16,91.6587
16,0,16,32,91.9253
16,0,16,64,94.0277
16,0,16,128,96.0857
16,0,16,256,107.905
16,0,16,512,107.743
16,0,16,1024,112.171
16,0,16,2048,117.59
16,0,16,4096,125.335
16,0,16,8192,143.233
16,0,16,16384,177.782
16,0,16,32768,246.475
16,0,32,16,95.4143
16,0,32,32,95.8833
16,0,32,64,96.7577
16,0,32,128,97.931
16,0,32,256,113.92
16,0,32,512,117.515
16,0,32,1024,122.4
16,0,32,2048,129.13
16,0,32,4096,148.768
16,0,32,8192,183.425
16,0,32,16384,251.202
16,0,32,32768,387.532
16,0,64,16,100.694
16,0,64,32,100.725
16,0,64,64,101.888
16,0,64,128,102.987
16,0,64,256,129.044
16,0,64,512,134.369
16,0,64,1024,142.732
16,0,64,2048,159.158
16,0,64,4096,196.813
16,0,64,8192,262.476
16,0,64,16384,398.636
16,0,64,32768,667.555
16,0,128,16,116.556
16,0,128,32,115.84
16,0,128,64,118.252
16,0,128,128,119.627
16,0,128,256,138.273
16,0,128,512,147.338
16,0,128,1024,159.5
16,0,128,2048,195.68
16,0,128,4096,263.478
16,0,128,8192,400.203
16,0,128,16384,668.718
16,0,128,32768,1204.3
16,16,0,0,88.715
16,16,1,16,92.096
16,16,1,32,92.9597
16,16,1,64,93.484
16,16,1,128,95.6377
16,16,1,256,102.134
16,16,1,512,102.496
16,16,1,1024,104.256
16,16,1,2048,107.958
16,16,1,4096,113.1
16,16,1,8192,126.956
16,16,1,16384,151.232
16,16,1,32768,203.285
16,16,2,16,93.1843
16,16,2,32,93.2587
16,16,2,64,93.9503
16,16,2,128,95.436
16,16,2,256,100.224
16,16,2,512,101.078
16,16,2,1024,102.945
16,16,2,2048,107.009
16,16,2,4096,113.836
16,16,2,8192,126.199
16,16,2,16384,151.765
16,16,2,32768,202.444
16,16,4,16,93.8453
16,16,4,32,93.0677
16,16,4,64,94.9553
16,16,4,128,96.7677
16,16,4,256,103.339
16,16,4,512,102.591
16,16,4,1024,105.589
16,16,4,2048,109.077
16,16,4,4096,115.18
16,16,4,8192,128.342
16,16,4,16384,154.188
16,16,4,32768,205.291
16,16,8,16,93.9863
16,16,8,32,94.1863
16,16,8,64,96.001
16,16,8,128,97.0347
16,16,8,256,103.327
16,16,8,512,104.182
16,16,8,1024,107.926
16,16,8,2048,111.841
16,16,8,4096,117.557
16,16,8,8192,132.918
16,16,8,16384,159.19
16,16,8,32768,211.03
16,16,16,16,92.0327
16,16,16,32,91.991
16,16,16,64,93.3113
16,16,16,128,94.3583
16,16,16,256,107.188
16,16,16,512,107.552
16,16,16,1024,112.639
16,16,16,2048,116.895
16,16,16,4096,132.353
16,16,16,8192,149.398
16,16,16,16384,186.712
16,16,16,32768,252.087
16,16,32,16,94.9767
