prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,11.5627
0,0,1,32,11.552
0,0,1,64,11.488
0,0,1,128,13.3547
0,0,1,256,14.0267
0,0,1,512,15.0937
0,0,1,1024,16.1817
0,0,1,2048,16.5223
0,0,1,4096,17.835
0,0,1,8192,18.624
0,0,1,16384,20.981
0,0,2,16,11.6583
0,0,2,32,11.6803
0,0,2,64,11.4143
0,0,2,128,13.2697
0,0,2,256,13.8663
0,0,2,512,15.1787
0,0,2,1024,16.0963
0,0,2,2048,16.8743
0,0,2,4096,17.6107
0,0,2,8192,19.169
0,0,2,16384,23.318
0,0,4,16,11.3387
0,0,4,32,11.5093
0,0,4,64,11.4343
0,0,4,128,13.2053
0,0,4,256,13.579
0,0,4,512,15.552
0,0,4,1024,16.512
0,0,4,2048,17.0243
0,0,4,4096,18.4533
0,0,4,8192,21.738
0,0,4,16384,27.8183
0,0,8,16,11.648
0,0,8,32,11.4663
0,0,8,64,11.573
0,0,8,128,13.3333
0,0,8,256,13.7813
0,0,8,512,15.477
0,0,8,1024,16.1067
0,0,8,2048,17.5253
0,0,8,4096,20.64
0,0,8,8192,26.7203
0,0,8,16384,38.7623
0,0,16,16,12.117
0,0,16,32,12.1713
0,0,16,64,11.9893
0,0,16,128,13.1947
0,0,16,256,14.283
0,0,16,512,16.0953
0,0,16,1024,17.216
0,0,16,2048,20.6613
0,0,16,4096,27.083
0,0,16,8192,38.3787
0,0,16,16384,60.4373
0,0,32,16,12.576
0,0,32,32,12.619
0,0,32,64,12.705
0,0,32,128,13.919
0,0,32,256,14.6987
0,0,32,512,17.9627
0,0,32,1024,20.7367
0,0,32,2048,27.3277
0,0,32,4096,39.68
0,0,32,8192,60.7573
0,0,32,16384,104.288
0,0,64,16,12.8317
0,0,64,32,12.7353
0,0,64,64,13.045
0,0,64,128,13.9947
0,0,64,256,16.054
0,0,64,512,22.699
0,0,64,1024,29.3013
0,0,64,2048,42.3147
0,0,64,4096,63.616
0,0,64,8192,105.611
0,0,64,16384,190.656
0,0,128,16,13.4087
0,0,128,32,13.0563
0,0,128,64,13.7493
0,0,128,128,16.575
0,0,128,256,20.149
0,0,128,512,31.6167
0,0,128,1024,44.4157
0,0,128,2048,66.7733
0,0,128,4096,107.925
0,0,128,8192,193.867
0,0,128,16384,365.899
0,0,256,16,18.4533
0,0,256,32,18.3783
0,0,256,64,20.0953
0,0,256,128,25.1307
0,0,256,256,32
0,0,256,512,50.027
0,0,256,1024,73.162
0,0,256,2048,115.339
0,0,256,4096,198.112
0,0,256,8192,367.136
0,0,256,16384,703.457
16,0,0,0,13.9413
16,0,1,16,13.899
16,0,1,32,13.8343
16,0,1,64,13.749
16,0,1,128,14.9967
16,0,1,256,16.5973
16,0,1,512,18.1867
16,0,1,1024,18.0693
16,0,1,2048,18.219
16,0,1,4096,18.795
16,0,1,8192,21.1947
16,0,1,16384,23.179
16,0,2,16,13.8993
16,0,2,32,13.7493
16,0,2,64,13.845
16,0,2,128,15.1253
16,0,2,256,16.3413
16,0,2,512,18.4
16,0,2,1024,17.9947
16,0,2,2048,17.8987
16,0,2,4096,19.3173
16,0,2,8192,21.3017
16,0,2,16384,24.8217
16,0,4,16,13.8233
16,0,4,32,13.7173
16,0,4,64,13.8773
16,0,4,128,15.04
16,0,4,256,16.5123
16,0,4,512,17.44
16,0,4,1024,17.7387
16,0,4,2048,18.1863
16,0,4,4096,19.6483
16,0,4,8192,22.3893
16,0,4,16384,29.0987
16,0,8,16,13.504
16,0,8,32,13.5683
16,0,8,64,13.5683
16,0,8,128,15.0077
16,0,8,256,16.5223
16,0,8,512,17.1947
16,0,8,1024,18.1657
16,0,8,2048,19.0397
16,0,8,4096,21.6757
16,0,8,8192,28.0533
16,0,8,16384,40.555
16,0,16,16,13.7067
16,0,16,32,13.7173
16,0,16,64,13.7277
16,0,16,128,15.4667
16,0,16,256,16.5867
16,0,16,512,17.7383
16,0,16,1024,18.8803
16,0,16,2048,21.8027
16,0,16,4096,28.128
16,0,16,8192,40.789
16,0,16,16384,62.016
16,0,32,16,14.2937
16,0,32,32,14.1013
16,0,32,64,14.133
16,0,32,128,15.7013
16,0,32,256,16.875
16,0,32,512,19.1787
16,0,32,1024,22.304
16,0,32,2048,28.49
16,0,32,4096,41.0023
16,0,32,8192,62.3897
16,0,32,16384,104.854
16,0,64,16,14.6987
16,0,64,32,14.6133
16,0,64,64,14.5173
16,0,64,128,16.064
16,0,64,256,17.3437
16,0,64,512,22.9867
16,0,64,1024,30.869
16,0,64,2048,43.4137
16,0,64,4096,65.2267
16,0,64,8192,107.861
16,0,64,16384,190.816
16,0,128,16,15.0403
16,0,128,32,15.189
16,0,128,64,15.4873
16,0,128,128,17.5467
16,0,128,256,21.429
16,0,128,512,32.6727
16,0,128,1024,45.963
16,0,128,2048,68.288
16,0,128,4096,110.272
16,0,128,8192,195.307
16,0,128,16384,367.809
16,16,0,0,13.8987
16,16,1,16,13.6747
16,16,1,32,13.9097
16,16,1,64,13.7277
16,16,1,128,15.0613
16,16,1,256,16.4483
16,16,1,512,17.9523
16,16,1,1024,17.9947
16,16,1,2048,17.6103
16,16,1,4096,18.656
16,16,1,8192,20.4057
16,16,1,16384,23.232
16,16,2,16,13.952
16,16,2,32,13.9733
16,16,2,64,13.8347
16,16,2,128,15.2637
16,16,2,256,16.64
16,16,2,512,18.1227
16,16,2,1024,18.336
16,16,2,2048,18.3147
16,16,2,4096,18.7833
16,16,2,8192,21.1733
16,16,2,16384,24.4693
16,16,4,16,14.1013
16,16,4,32,13.8447
16,16,4,64,14.2933
16,16,4,128,15.2323
16,16,4,256,16.523
16,16,4,512,17.205
16,16,4,1024,17.8453
16,16,4,2048,18.2933
16,16,4,4096,19.9043
16,16,4,8192,22.624
16,16,4,16384,29.3547
16,16,8,16,13.5147
16,16,8,32,13.6647
16,16,8,64,13.633
16,16,8,128,15.04
16,16,8,256,16.5333
16,16,8,512,17.195
16,16,8,1024,18.0487
16,16,8,2048,18.9553
16,16,8,4096,21.931
16,16,8,8192,28.512
16,16,8,16384,41.088
16,16,16,16,13.5793
16,16,16,32,13.536
16,16,16,64,13.6533
16,16,16,128,15.253
16,16,16,256,16.8433
16,16,16,512,18.2717
16,16,16,1024,18.9333
16,16,16,2048,21.6433
16,16,16,4096,28.3203
16,16,16,8192,39.9147
16,16,16,16384,62.262
16,16,32,16,14.0797
16,16,32,32,14.346
16,16,32,64,14.326
16,16,32,128,15.85
16,16,32,256,17.12
16,16,32,512,19.1463
16,16,32,1024,21.9837
16,16,32,2048,28.5757
16,16,32,4096,40.853
16,16,32,8192,62.6347
16,16,32,16384,105.536
16,16,64,16,14.5607
16,16,64,32,14.5707
16,16,64,64,14.9547
16,16,64,128,16.32
16,16,64,256,17.2473
16,16,64,512,23.3707
16,16,64,1024,30.645
16,16,64,2048,43.3173
16,16,64,4096,64.331
16,16,64,8192,108
16,16,64,16384,191.425
16,16,128,16,14.944
16,16,128,32,15.179
16,16,128,64,15.445
16,16,128,128,17.7173
16,16,128,256,21.3767
16,16,128,512,32.2143
16,16,128,1024,46.155
16,16,128,2048,67.0497
16,16,128,4096,110.571
16,16,128,8192,195.68
16,16,128,16384,367.062
16,32,0,0,14.1973
16,32,1,16,13.824
16,32,1,32,13.685
16,32,1,64,14.0487
16,32,1,128,15.0513
16,32,1,256,16.6613
16,32,1,512,17.9203
16,32,1,1024,17.7813
16,32,1,2048,17.6957
16,32,1,4096,18.8273
16,32,1,8192,20.7363
16,32,1,16384,23.1147
16,32,2,16,14.0063
16,32,2,32,14.016
16,32,2,64,13.7067
16,32,2,128,15.104
16,32,2,256,16.5867
16,32,2,512,17.3337
16,32,2,1024,18.3147
16,32,2,2048,18.3577
16,32,2,4096,19.1897
16,32,2,8192,21.3543
16,32,2,16384,24.2453
16,32,4,16,13.9097
16,32,4,32,13.963
16,32,4,64,13.9093
16,32,4,128,15.2647
16,32,4,256,16.4907
16,32,4,512,17.1947
16,32,4,1024,17.93
16,32,4,2048,18.1977
16,32,4,4096,19.797
16,32,4,8192,22.8477
16,32,4,16384,29.1097
16,32,8,16,13.5253
16,32,8,32,13.5473
16,32,8,64,13.6963
16,32,8,128,15.0193
16,32,8,256,16.3513
16,32,8,512,17.771
16,32,8,1024,17.835
16,32,8,2048,19.0933
