prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,9.504
0,0,1,32,9.643
0,0,1,64,9.68533
0,0,1,128,13.6647
0,0,1,256,13.642
0,0,1,512,13.5147
0,0,1,1024,13.525
0,0,1,2048,13.7277
0,0,1,4096,13.5897
0,0,1,8192,13.5677
0,0,1,16384,13.7173
0,0,1,32768,13.8133
0,0,2,16,10.037
0,0,2,32,10.0267
0,0,2,64,9.99433
0,0,2,128,13.653
0,0,2,256,13.8767
0,0,2,512,13.8027
0,0,2,1024,14.0053
0,0,2,2048,13.845
0,0,2,4096,13.9627
0,0,2,8192,13.856
0,0,2,16384,13.8137
0,0,2,32768,14.0053
0,0,4,16,10.8373
0,0,4,32,10.8483
0,0,4,64,10.6773
0,0,4,128,14.0587
0,0,4,256,14.144
0,0,4,512,14.187
0,0,4,1024,14.3043
0,0,4,2048,14.2297
0,0,4,4096,14.337
0,0,4,8192,14.2833
0,0,4,16384,14.1643
0,0,4,32768,14.2713
0,0,8,16,10.816
0,0,8,32,10.9327
0,0,8,64,11.082
0,0,8,128,14.6133
0,0,8,256,14.6133
0,0,8,512,14.6567
0,0,8,1024,14.8373
0,0,8,2048,14.5387
0,0,8,4096,14.6347
0,0,8,8192,14.6557
0,0,8,16384,14.688
0,0,8,32768,14.72
0,0,16,16,10.9013
0,0,16,32,11.0187
0,0,16,64,11.1893
0,0,16,128,15.2107
0,0,16,256,15.1363
0,0,16,512,15.2
0,0,16,1024,15.3493
0,0,16,2048,15.2957
0,0,16,4096,15.1893
0,0,16,8192,15.296
0,0,16,16384,15.2743
0,0,16,32768,15.52
0,0,32,16,13.386
0,0,32,32,13.5463
0,0,32,64,13.866
0,0,32,128,22.5387
0,0,32,256,22.3887
0,0,32,512,22.315
0,0,32,1024,22.197
0,0,32,2048,22.2613
0,0,32,4096,22.262
0,0,32,8192,22.272
0,0,32,16384,22.037
0,0,32,32768,22.2713
0,0,64,16,18.773
0,0,64,32,19.0507
0,0,64,64,19.189
0,0,64,128,34.006
