prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,11.552
0,0,1,32,11.3813
0,0,1,64,11.6167
0,0,1,128,13.2157
0,0,1,256,14.0693
0,0,1,512,14.9973
0,0,1,1024,16.1063
0,0,1,2048,16.3097
0,0,1,4096,17.1097
0,0,1,8192,18.763
0,0,1,16384,22.432
0,0,2,16,11.5527
0,0,2,32,11.648
0,0,2,64,11.5733
0,0,2,128,13.1307
0,0,2,256,14.0273
0,0,2,512,15.1787
0,0,2,1024,15.8717
0,0,2,2048,16.683
0,0,2,4096,17.76
0,0,2,8192,21.2063
0,0,2,16384,28.235
0,0,4,16,11.787
0,0,4,32,11.6267
0,0,4,64,11.7227
0,0,4,128,13.366
0,0,4,256,14.048
0,0,4,512,15.6163
0,0,4,1024,16.1387
0,0,4,2048,17.2803
0,0,4,4096,20.598
0,0,4,8192,27.179
0,0,4,16384,39.2
0,0,8,16,11.8937
0,0,8,32,11.9037
0,0,8,64,11.819
0,0,8,128,13.0773
0,0,8,256,13.9737
0,0,8,512,15.627
0,0,8,1024,17.0773
0,0,8,2048,20.1707
0,0,8,4096,26.9867
0,0,8,8192,38.432
0,0,8,16384,60.8
0,0,16,16,12.555
0,0,16,32,12.576
0,0,16,64,12.6717
0,0,16,128,13.759
0,0,16,256,14.784
0,0,16,512,17.3227
0,0,16,1024,20.544
0,0,16,2048,27.5413
0,0,16,4096,40.0017
0,0,16,8192,61.4507
0,0,16,16384,103.094
0,0,32,16,12.747
0,0,32,32,12.8533
0,0,32,64,12.6297
0,0,32,128,14.3257
0,0,32,256,15.797
0,0,32,512,22.1767
0,0,32,1024,29.1953
0,0,32,2048,41.4827
0,0,32,4096,63.221
0,0,32,8192,106.006
0,0,32,16384,192.512
0,0,64,16,13.3327
0,0,64,32,13.0987
0,0,64,64,13.3867
0,0,64,128,16.3843
0,0,64,256,20.2983
0,0,64,512,31.1683
0,0,64,1024,44.7363
0,0,64,2048,66.1013
0,0,64,4096,109.696
0,0,64,8192,194.88
0,0,64,16384,361.857
0,0,128,16,17.2267
0,0,128,32,17.3647
0,0,128,64,18.891
0,0,128,128,23.2107
0,0,128,256,29.4297
0,0,128,512,45.5363
0,0,128,1024,67.4993
0,0,128,2048,108.896
0,0,128,4096,192.321
0,0,128,8192,360.865
0,0,128,16384,695.724
0,0,256,16,24.1913
0,0,256,32,24.64
0,0,256,64,25.782
0,0,256,128,33.1837
0,0,256,256,45.877
0,0,256,512,73.9203
0,0,256,1024,115.179
0,0,256,2048,199.221
0,0,256,4096,362.934
0,0,256,8192,693.046
0,0,256,16384,1363.92
16,0,0,0,14.2933
16,0,1,16,14.198
16,0,1,32,14.3357
16,0,1,64,14.176
16,0,1,128,15.4557
16,0,1,256,16.906
16,0,1,512,17.3017
16,0,1,1024,18.016
16,0,1,2048,18.336
16,0,1,4096,18.8477
16,0,1,8192,20.917
16,0,1,16384,23.8827
16,0,2,16,14.123
16,0,2,32,14.283
16,0,2,64,14.1227
16,0,2,128,15.392
16,0,2,256,16.9173
16,0,2,512,17.2907
16,0,2,1024,17.866
16,0,2,2048,18.6777
16,0,2,4096,19.8613
16,0,2,8192,22.24
16,0,2,16384,29.696
16,0,4,16,13.5573
16,0,4,32,13.696
16,0,4,64,14.037
16,0,4,128,15.0293
16,0,4,256,16.597
16,0,4,512,17.376
16,0,4,1024,17.9947
16,0,4,2048,18.9873
16,0,4,4096,21.408
16,0,4,8192,29.014
16,0,4,16384,39.9893
16,0,8,16,13.8353
16,0,8,32,13.834
16,0,8,64,14.2717
16,0,8,128,15.4023
16,0,8,256,16.832
16,0,8,512,17.707
16,0,8,1024,18.677
16,0,8,2048,21.3333
16,0,8,4096,28.501
16,0,8,8192,40.1607
16,0,8,16384,61.7923
16,0,16,16,14.283
16,0,16,32,13.9093
16,0,16,64,14.2077
16,0,16,128,15.6697
16,0,16,256,16.907
16,0,16,512,19.04
16,0,16,1024,21.728
16,0,16,2048,29.216
16,0,16,4096,40.7143
16,0,16,8192,61.813
16,0,16,16384,105.109
16,0,32,16,14.3673
16,0,32,32,14.5283
16,0,32,64,14.635
16,0,32,128,16.1713
16,0,32,256,16.9807
16,0,32,512,22.7097
16,0,32,1024,30.1013
16,0,32,2048,43.2427
16,0,32,4096,65.056
16,0,32,8192,108.619
16,0,32,16384,192.353
16,0,64,16,14.7413
16,0,64,32,14.827
16,0,64,64,15.2853
16,0,64,128,17.216
16,0,64,256,20.6177
16,0,64,512,32.3413
16,0,64,1024,44.7787
16,0,64,2048,68.2453
16,0,64,4096,112.427
16,0,64,8192,196.149
16,0,64,16384,362.881
16,0,128,16,20.096
16,0,128,32,20.1923
16,0,128,64,21.12
16,0,128,128,24.1923
16,0,128,256,29.5687
16,0,128,512,47.712
16,0,128,1024,68.8223
16,0,128,2048,110.517
16,0,128,4096,195.616
16,0,128,8192,362.848
16,0,128,16384,696.631
16,16,0,0,14.443
16,16,1,16,14.208
16,16,1,32,14.2077
16,16,1,64,14.027
16,16,1,128,15.712
16,16,1,256,17.0247
16,16,1,512,17.3553
16,16,1,1024,17.5583
16,16,1,2048,17.9093
16,16,1,4096,19.1363
16,16,1,8192,21.0983
16,16,1,16384,24.053
16,16,2,16,14.101
16,16,2,32,14.1227
16,16,2,64,14.0477
16,16,2,128,15.264
16,16,2,256,16.853
16,16,2,512,17.8667
16,16,2,1024,17.9303
16,16,2,2048,18.5173
16,16,2,4096,19.4133
16,16,2,8192,22.1663
16,16,2,16384,29.0777
16,16,4,16,13.7177
16,16,4,32,13.92
16,16,4,64,13.9943
16,16,4,128,14.7413
16,16,4,256,16.384
16,16,4,512,17.5367
16,16,4,1024,18.2397
16,16,4,2048,19.285
16,16,4,4096,21.301
16,16,4,8192,28.4373
16,16,4,16384,40.8533
16,16,8,16,14.144
16,16,8,32,13.7067
16,16,8,64,14.208
16,16,8,128,15.338
16,16,8,256,16.6927
16,16,8,512,17.6113
16,16,8,1024,18.7947
16,16,8,2048,21.525
16,16,8,4096,27.904
16,16,8,8192,40.3837
16,16,8,16384,62.4423
16,16,16,16,14.304
16,16,16,32,14.1223
16,16,16,64,14.5063
16,16,16,128,15.6803
16,16,16,256,17.1843
16,16,16,512,18.9117
16,16,16,1024,21.9303
16,16,16,2048,28.747
16,16,16,4096,40.9483
16,16,16,8192,62.9443
16,16,16,16384,104.843
16,16,32,16,14.2933
16,16,32,32,14.2617
16,16,32,64,14.335
16,16,32,128,16.0113
16,16,32,256,17.12
16,16,32,512,23.3923
16,16,32,1024,30.1123
16,16,32,2048,43.264
16,16,32,4096,65.0563
16,16,32,8192,107.467
16,16,32,16384,191.221
16,16,64,16,14.8373
16,16,64,32,14.986
16,16,64,64,15.1143
16,16,64,128,17.1843
16,16,64,256,20.832
16,16,64,512,31.947
16,16,64,1024,45.4287
16,16,64,2048,68.1593
16,16,64,4096,112.448
16,16,64,8192,195.744
16,16,64,16384,363.297
16,16,128,16,20.224
16,16,128,32,20.213
16,16,128,64,20.9387
16,16,128,128,25.024
16,16,128,256,29.472
16,16,128,512,47.424
16,16,128,1024,69.4723
16,16,128,2048,111.904
16,16,128,4096,196.65
16,16,128,8192,364.299
16,16,128,16384,699.426
16,32,0,0,14.336
16,32,1,16,14.229
16,32,1,32,14.2407
16,32,1,64,14.101
16,32,1,128,15.595
16,32,1,256,16.907
16,32,1,512,17.355
16,32,1,1024,17.9943
16,32,1,2048,18.2073
16,32,1,4096,19.0187
16,32,1,8192,20.7687
16,32,1,16384,23.6587
16,32,2,16,14.1113
16,32,2,32,14.0373
16,32,2,64,14.1863
16,32,2,128,15.2637
16,32,2,256,16.683
16,32,2,512,17.2273
16,32,2,1024,17.8663
16,32,2,2048,18.2613
16,32,2,4096,19.989
16,32,2,8192,22.6877
16,32,2,16384,29.5673
16,32,4,16,13.8347
16,32,4,32,13.7703
16,32,4,64,13.7817
16,32,4,128,15.189
16,32,4,256,16.671
16,32,4,512,17.7597
16,32,4,1024,17.9417
16,32,4,2048,18.9653
16,32,4,4096,21.76
16,32,4,8192,28.373
16,32,4,16384,40.1707
16,32,8,16,13.888
16,32,8,32,14.2297
16,32,8,64,14.027
16,32,8,128,15.4243
16,32,8,256,16.618
16,32,8,512,17.8773
16,32,8,1024,18.9973
16,32,8,2048,20.9067
16,32,8,4096,27.9467
16,32,8,8192,41.323
16,32,8,16384,62.3147
16,32,16,16,14.2833
16,32,16,32,14.3577
16,32,16,64,14.0053
16,32,16,128,15.7967
