layer,sequences,time_us
lm_head,1,202.88
lm_head,2,203.958
lm_head,3,204.554
lm_head,4,204.502
lm_head,5,205.653
lm_head,6,205.696
lm_head,7,206.475
lm_head,8,206.924
lm_head,9,207.253
lm_head,10,207.819
lm_head,11,208
lm_head,12,208.256
lm_head,13,207.883
lm_head,14,208.63
lm_head,15,209.152
lm_head,16,208.65
lm_head,20,209.259
lm_head,24,210.539
lm_head,28,210.582
lm_head,32,211.425
lm_head,36,213.611
lm_head,40,213.675
lm_head,44,215.392
lm_head,48,215.744
lm_head,52,216.224
lm_head,56,216.779
lm_head,60,217.91
lm_head,64,217.824
lm_head,80,221.568
lm_head,96,222.774
lm_head,112,226.187
lm_head,128,228.075
lm_head,144,231.574
lm_head,160,233.451
lm_head,176,237.142
lm_head,192,241.664
lm_head,208,244.512
lm_head,224,245.579
lm_head,240,248.246
lm_head,256,253.131
sampler,1,14.8273
sampler,2,15.0827
sampler,3,14.8373
sampler,4,14.944
sampler,5,15.3173
sampler,6,15.402
sampler,7,15.8507
sampler,8,17.4507
sampler,9,18.2727
sampler,10,18.4427
sampler,11,18.646
sampler,12,18.8273
sampler,13,19.1033
sampler,14,20.5653
sampler,15,21.728
sampler,16,22.0157
sampler,20,23.1897
sampler,24,26.539
sampler,28,28.9813
sampler,32,33.4293
sampler,36,33.7493
sampler,40,37.7813
sampler,44,37.9737
sampler,48,40.5547
sampler,52,45.8983
sampler,56,48.4373
sampler,60,52.268
sampler,64,55.264
sampler,80,66.9003
sampler,96,79.552
sampler,112,92.597
sampler,128,108.779
sampler,144,117.963
sampler,160,130.508
sampler,176,133.653
sampler,192,155.083
sampler,208,166.24
sampler,224,178.902
sampler,240,194.187
sampler,256,201.793
