pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0008,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.0814,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,-0.0082,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0022,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.1229,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0157,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0031,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0555,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0105,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.0001,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.0633,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0243,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.0031,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.2899,4
0,n<=128,sr>70%,kvB<=4k,kp=0,-0.0332,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0758,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.5257,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.1625,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0322,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.5061,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.0788,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,-0.013,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.5961,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.0751,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.0528,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.6018,4
0,n<=16,sr>70%,kvB<=4k,kp=0,0.1205,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,-0.0346,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.58,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.0518,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,-0.0002,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0856,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,-0.0025,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.002,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.1459,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.0151,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0007,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0476,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0066,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,-0.008,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,0.0493,2
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.012,2
0,n<=256,sr>70%,kvB<=16k,kp=0,-0.0404,4
0,n<=256,sr>70%,kvB<=1k,kp=0,0.2892,4
0,n<=256,sr>70%,kvB<=4k,kp=0,-0.0287,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.0088,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.2601,6
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.0292,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.0022,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.2179,2
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.0159,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.0457,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.1666,2
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.0678,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,-0.0028,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,0.1029,2
0,n<=32,sr<=70%,kvB<=4k,kp=0,-0.0368,2
0,n<=32,sr>70%,kvB<=16k,kp=0,0.0366,4
0,n<=32,sr>70%,kvB<=1k,kp=0,0.383,4
0,n<=32,sr>70%,kvB<=4k,kp=0,-0.0161,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.1565,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.3588,4
0,n<=4,sr<=40%,kvB<=4k,kp=0,0.188,3
0,n<=4,sr<=70%,kvB<=16k,kp=0,0.0418,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,0.4662,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,0.0114,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.3834,2
0,n<=4,sr>70%,kvB<=1k,kp=0,1.6713,2
0,n<=4,sr>70%,kvB<=4k,kp=0,1.0276,2
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.0003,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.1196,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,-0.0018,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,-0.004,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.1316,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,-0.016,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.0131,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0866,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0185,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,-0.0041,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,0.0589,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0276,2
0,n<=64,sr>70%,kvB<=16k,kp=0,-0.021,4
0,n<=64,sr>70%,kvB<=1k,kp=0,0.2942,4
0,n<=64,sr>70%,kvB<=4k,kp=0,-0.0269,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0708,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.6604,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.1874,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.18,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.2828,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.2144,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,0.0299,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.1936,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.0022,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.7307,4
0,n<=8,sr>70%,kvB<=1k,kp=0,1.1354,4
0,n<=8,sr>70%,kvB<=4k,kp=0,0.9683,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,-0.0003,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,-0.0003,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,-0.0006,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0007,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,-0.0016,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0002,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0126,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0237,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0197,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0115,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.027,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0784,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,-0.0014,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,-0.0047,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,-0.0013,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,-0.0074,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0045,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,-0.0062,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,-0.001,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,-0.0017,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,-0.0009,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,-0.0022,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,-0.0006,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0001,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0753,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0631,2
16,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0674,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0603,2
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0642,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.1367,2
16,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0183,2
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0172,2
16,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0138,2
16,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0169,2
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0155,2
16,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0189,2
16,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0017,8
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0022,8
16,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0027,8
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0017,8
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0021,8
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.0028,8
16,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0136,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0025,8
16,n<=128,sr<=5%,kvB<=1k,kp<=4k,-0.0207,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0083,8
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,-0.0035,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.055,8
16,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0128,8
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0048,8
16,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0073,8
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0097,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,-0.0086,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.0084,8
16,n<=128,sr<=70%,kvB<=16k,kp<=1k,-0.0021,2
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.0038,2
16,n<=128,sr<=70%,kvB<=16k,kp<=4k,-0.0009,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,0.0011,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.001,2
16,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0011,2
16,n<=128,sr<=70%,kvB<=1k,kp<=1k,0.0289,2
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0,2
16,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0573,2
16,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0044,2
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0271,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,0.0533,2
16,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0278,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0061,2
16,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0198,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0226,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0294,2
16,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0284,2
16,n<=128,sr>70%,kvB<=16k,kp<=1k,-0.0065,4
16,n<=128,sr>70%,kvB<=16k,kp<=2k,-0.0057,4
16,n<=128,sr>70%,kvB<=16k,kp<=4k,0.0016,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,-0.0044,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,0.0027,4
16,n<=128,sr>70%,kvB<=16k,kp=0,-0.0045,4
16,n<=128,sr>70%,kvB<=1k,kp<=1k,0.2053,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.1486,4
16,n<=128,sr>70%,kvB<=1k,kp<=4k,0.1818,4
16,n<=128,sr>70%,kvB<=1k,kp<=512,0.2031,4
16,n<=128,sr>70%,kvB<=1k,kp<=8k,0.1277,4
16,n<=128,sr>70%,kvB<=1k,kp=0,0.2527,4
16,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.0271,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0169,4
16,n<=128,sr>70%,kvB<=4k,kp<=4k,0.0037,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,-0.0265,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.0098,4
16,n<=128,sr>70%,kvB<=4k,kp=0,-0.0283,4
16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.0358,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,-0.0189,4
16,n<=16,sr<=15%,kvB<=16k,kp<=4k,-0.0872,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.0639,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,-0.0727,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.0779,4
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,-0.0589,4
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,-0.0244,4
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,-0.0264,4
16,n<=16,sr<=15%,kvB<=1k,kp<=512,-0.0564,4
16,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.1075,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.3767,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,-0.0678,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,-0.0695,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,-0.0616,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,-0.0075,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,-0.04,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.1225,4
16,n<=16,sr<=40%,kvB<=16k,kp<=1k,-0.0027,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,-0.0537,4
16,n<=16,sr<=40%,kvB<=16k,kp<=4k,-0.1419,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.0221,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,-0.1574,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.0306,4
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,-0.1728,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,-0.1022,4
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,-0.0885,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,-0.1098,4
16,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.1055,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.3404,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,-0.2049,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,-0.2011,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.1475,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,-0.111,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.0587,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.0594,4
16,n<=16,sr<=70%,kvB<=16k,kp<=1k,-0.0153,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,-0.1229,2
16,n<=16,sr<=70%,kvB<=16k,kp<=4k,-0.2286,2
16,n<=16,sr<=70%,kvB<=16k,kp<=512,-0.0164,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,-0.2337,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0148,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,-0.3326,2
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,-0.3283,2
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,-0.1782,2
16,n<=16,sr<=70%,kvB<=1k,kp<=512,-0.5115,2
16,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.1273,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.3162,2
