prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.522
0,0,1,32,12.416
0,0,1,64,12.4363
0,0,1,128,13.76
0,0,1,256,14.5923
0,0,1,512,15.2857
0,0,1,1024,16.1067
0,0,1,2048,16.6933
0,0,1,4096,18.5497
0,0,1,8192,21.2477
0,0,1,16384,29.1843
0,0,1,32768,39.2103
0,0,2,16,12.6083
0,0,2,32,12.6613
0,0,2,64,12.576
0,0,2,128,13.9297
0,0,2,256,14.6347
0,0,2,512,16.1707
0,0,2,1024,16.8957
0,0,2,2048,17.8237
0,0,2,4096,20.6507
0,0,2,8192,26.9547
0,0,2,16384,38.6343
0,0,2,32768,60.512
0,0,4,16,12.5443
0,0,4,32,12.5763
0,0,4,64,12.6613
0,0,4,128,13.952
0,0,4,256,14.667
0,0,4,512,16.448
0,0,4,1024,17.6107
0,0,4,2048,20.3197
0,0,4,4096,26.0267
0,0,4,8192,37.344
0,0,4,16384,58.5817
0,0,4,32768,100.736
0,0,8,16,13.2163
0,0,8,32,13.3227
0,0,8,64,13.5473
0,0,8,128,14.4643
0,0,8,256,15.6583
0,0,8,512,18.4427
0,0,8,1024,20.3737
0,0,8,2048,26.4747
0,0,8,4096,37.2587
0,0,8,8192,59.4557
0,0,8,16384,101.408
0,0,8,32768,186.059
0,0,16,16,13.9193
0,0,16,32,13.664
0,0,16,64,13.9733
0,0,16,128,14.6773
0,0,16,256,16.3947
0,0,16,512,20.736
0,0,16,1024,26.368
0,0,16,2048,37.8457
0,0,16,4096,59.104
0,0,16,8192,101.515
0,0,16,16384,186.784
0,0,16,32768,356.565
0,0,32,16,13.792
0,0,32,32,13.9523
0,0,32,64,13.9207
0,0,32,128,15.6907
0,0,32,256,18.506
0,0,32,512,27.4133
0,0,32,1024,39.4027
0,0,32,2048,60.864
0,0,32,4096,102.336
0,0,32,8192,188.31
0,0,32,16384,356.459
0,0,32,32768,693.919
0,0,64,16,17.5467
0,0,64,32,17.771
0,0,64,64,18.7953
0,0,64,128,21.835
0,0,64,256,27.8613
0,0,64,512,42.2617
0,0,64,1024,64.224
0,0,64,2048,105.045
0,0,64,4096,188.053
0,0,64,8192,356.566
0,0,64,16384,694.688
0,0,64,32768,1364.06
0,0,128,16,24.4377
0,0,128,32,24.5443
0,0,128,64,25.461
0,0,128,128,32.8967
0,0,128,256,44.117
0,0,128,512,69.589
0,0,128,1024,111.274
0,0,128,2048,193.557
0,0,128,4096,358.463
0,0,128,8192,693.461
0,0,128,16384,1368.13
0,0,128,32768,2698.37
0,0,256,16,37.92
0,0,256,32,37.9307
0,0,256,64,39.819
0,0,256,128,53.75
0,0,256,256,72.736
0,0,256,512,123.093
0,0,256,1024,204.704
0,0,256,2048,367.52
0,0,256,4096,698.389
0,0,256,8192,1362.14
0,0,256,16384,2691.86
0,0,256,32768,5352.48
16,0,0,0,14.7627
16,0,1,16,14.6347
16,0,1,32,14.6027
16,0,1,64,14.784
16,0,1,128,15.819
16,0,1,256,16.9283
16,0,1,512,17.5573
16,0,1,1024,18.3463
16,0,1,2048,18.901
16,0,1,4096,20.2457
16,0,1,8192,22.5603
16,0,1,16384,30.1113
16,0,1,32768,41.152
16,0,2,16,14.7627
16,0,2,32,14.603
16,0,2,64,14.6453
16,0,2,128,15.584
16,0,2,256,17.0453
16,0,2,512,17.845
16,0,2,1024,18.891
16,0,2,2048,19.8503
16,0,2,4096,21.92
16,0,2,8192,28.811
16,0,2,16384,40.4053
16,0,2,32768,61.4187
16,0,4,16,14.891
16,0,4,32,14.72
16,0,4,64,14.7523
16,0,4,128,15.8503
16,0,4,256,17.632
16,0,4,512,18.5603
16,0,4,1024,19.4343
16,0,4,2048,21.4827
16,0,4,4096,28.1173
16,0,4,8192,40.4693
