pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.0013,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.1324,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.0032,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0007,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.1735,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0116,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0105,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.0869,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0183,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.0034,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.1337,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.005,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.0023,4
0,n<=128,sr>70%,kvB<=1k,kp=0,0.4196,4
0,n<=128,sr>70%,kvB<=4k,kp=0,0.0246,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.1454,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.7389,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.2601,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0946,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.7323,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.179,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.1135,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.8553,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.1924,2
0,n<=16,sr>70%,kvB<=16k,kp=0,0.1156,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.7922,4
0,n<=16,sr>70%,kvB<=4k,kp=0,0.5466,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.1078,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.5581,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,-0.0087,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,-0.0032,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.1284,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.0129,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.0032,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.1811,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,0.0014,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0012,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.0805,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0004,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,-0.0057,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,0.1202,2
