prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,48.266
0,0,1,32,48.236
0,0,1,64,49.589
0,0,1,128,51.1363
0,0,1,256,53.3553
0,0,1,512,55.2637
0,0,1,1024,55.0183
0,0,1,2048,55.253
0,0,1,4096,57.75
0,0,1,8192,61.408
0,0,1,16384,65.1843
0,0,1,32768,71.296
0,0,2,16,48.011
0,0,2,32,48.6197
0,0,2,64,49.728
0,0,2,128,51.2017
0,0,2,256,53.0977
0,0,2,512,55.136
0,0,2,1024,56.0427
0,0,2,2048,56.468
0,0,2,4096,59.605
0,0,2,8192,62.411
0,0,2,16384,67.936
0,0,2,32768,77.0467
0,0,4,16,48.682
0,0,4,32,48.7357
0,0,4,64,50.271
0,0,4,128,51.5427
0,0,4,256,53.4513
0,0,4,512,54.6563
0,0,4,1024,56.1603
0,0,4,2048,57.6437
0,0,4,4096,61.067
0,0,4,8192,65.6967
0,0,4,16384,75.4987
0,0,4,32768,92.095
0,0,8,16,48.6403
0,0,8,32,49.248
0,0,8,64,51.1577
0,0,8,128,51.8833
0,0,8,256,54.0267
0,0,8,512,55.6483
0,0,8,1024,57.6533
0,0,8,2048,60.1497
0,0,8,4096,65.7177
0,0,8,8192,74.3043
0,0,8,16384,93.2157
0,0,8,32768,126.264
0,0,16,16,49.866
0,0,16,32,50.315
0,0,16,64,52.3107
0,0,16,128,52.7683
0,0,16,256,58.7737
0,0,16,512,59.3173
0,0,16,1024,62.2193
0,0,16,2048,67.1573
0,0,16,4096,75.9993
0,0,16,8192,93.6543
0,0,16,16384,127.318
0,0,16,32768,194.71
0,0,32,16,54.1753
0,0,32,32,54.5057
0,0,32,64,56.1607
0,0,32,128,57.2273
0,0,32,256,64.363
0,0,32,512,67.0623
0,0,32,1024,71.4143
0,0,32,2048,79.9903
0,0,32,4096,96.8007
0,0,32,8192,131.574
0,0,32,16384,199.798
0,0,32,32768,333.708
0,0,64,16,57.8997
0,0,64,32,57.8133
0,0,64,64,59.328
0,0,64,128,61.0873
0,0,64,256,69.8133
0,0,64,512,75.4987
0,0,64,1024,83.904
0,0,64,2048,102.826
0,0,64,4096,136.801
0,0,64,8192,204.194
0,0,64,16384,342.497
0,0,64,32768,609.559
0,0,128,16,63.6583
0,0,128,32,63.1797
0,0,128,64,65.6533
0,0,128,128,69.0993
0,0,128,256,81.194
0,0,128,512,90.433
0,0,128,1024,108.043
0,0,128,2048,141.835
0,0,128,4096,209.109
0,0,128,8192,346.637
0,0,128,16384,612.334
0,0,128,32768,1150.13
0,0,256,16,74.1983
0,0,256,32,74.7943
0,0,256,64,78.496
0,0,256,128,84.6607
0,0,256,256,108.502
0,0,256,512,126.39
0,0,256,1024,161.078
0,0,256,2048,226.849
0,0,256,4096,362.082
0,0,256,8192,626.159
0,0,256,16384,1151.34
0,0,256,32768,2210.7
16,0,0,0,54.1657
16,0,1,16,57.9203
16,0,1,32,57.8887
16,0,1,64,59.104
16,0,1,128,60.7257
16,0,1,256,65.1317
16,0,1,512,63.2863
16,0,1,1024,64.737
16,0,1,2048,64.3207
16,0,1,4096,67.4567
16,0,1,8192,71.2957
16,0,1,16384,77.4297
16,0,1,32768,92.406
