pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.2091,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.5602,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.2547,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.1994,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.4985,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.267,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.1888,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.3349,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.2197,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.2398,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.7097,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.4014,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.5962,4
0,n<=128,sr>70%,kvB<=1k,kp=0,1.7277,4
0,n<=128,sr>70%,kvB<=4k,kp=0,0.9015,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0593,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.5416,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.0286,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0448,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.4167,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.1359,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0386,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,0.2133,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.153,2
0,n<=16,sr>70%,kvB<=16k,kp=0,0.0257,4
0,n<=16,sr>70%,kvB<=1k,kp=0,0.5987,2
0,n<=16,sr>70%,kvB<=4k,kp=0,-0.0466,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.9524,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.5478,1
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.475,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.0585,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.2721,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.0695,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,0.086,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.2272,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,0.1136,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0621,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.1797,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0675,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,0.0098,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.0737,2
0,n<=256,sr<=70%,kvB<=4k,kp=0,0.0161,2
0,n<=256,sr>70%,kvB<=16k,kp=0,0.6029,4
0,n<=256,sr>70%,kvB<=1k,kp=0,0.4913,4
0,n<=256,sr>70%,kvB<=4k,kp=0,0.5748,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.0793,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.3394,6
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.0456,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.3624,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.3974,2
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.5248,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.2622,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.34,2
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.2907,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,0.0405,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,-0.104,2
0,n<=32,sr<=70%,kvB<=4k,kp=0,0.1135,2
0,n<=32,sr>70%,kvB<=16k,kp=0,1.7553,4
0,n<=32,sr>70%,kvB<=1k,kp=0,1.983,4
0,n<=32,sr>70%,kvB<=4k,kp=0,1.761,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.333,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,1.0351,4
0,n<=4,sr<=40%,kvB<=4k,kp=0,0.3831,3
0,n<=4,sr<=70%,kvB<=16k,kp=0,0.2769,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,1.1897,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,0.3127,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.1158,2
0,n<=4,sr>70%,kvB<=1k,kp=0,0.0594,2
0,n<=4,sr>70%,kvB<=4k,kp=0,-0.5628,1
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.2243,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.7104,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.2876,4
