layer,sequences,time_us
lm_head,1,146.198
lm_head,2,146.721
lm_head,3,146.934
lm_head,4,147.169
lm_head,5,147.702
lm_head,6,147.638
lm_head,7,147.798
lm_head,8,147.99
lm_head,9,144.235
lm_head,10,148.63
lm_head,11,142.209
lm_head,12,144.619
lm_head,13,154.486
lm_head,14,144.321
lm_head,15,144.246
lm_head,16,149.078
lm_head,20,149.067
lm_head,24,146.273
lm_head,28,146.017
lm_head,32,142.71
lm_head,36,141.217
lm_head,40,146.838
lm_head,44,146.55
lm_head,48,142.347
lm_head,52,145.686
lm_head,56,146.699
lm_head,60,145.728
lm_head,64,146.22
lm_head,80,155.467
lm_head,96,157.75
lm_head,112,156.193
lm_head,128,157.131
lm_head,144,152.299
lm_head,160,164.246
lm_head,176,167.137
lm_head,192,173.771
lm_head,208,180.801
lm_head,224,192.364
lm_head,240,193.206
lm_head,256,193.814
sampler,1,14.166
sampler,2,15.2213
sampler,3,14.5707
sampler,4,14.4853
sampler,5,14.762
sampler,6,14.902
sampler,7,17.536
sampler,8,17.7927
sampler,9,18.272
sampler,10,18.016
sampler,11,18.5497
sampler,12,18.5813
sampler,13,18.9333
sampler,14,21.5033
sampler,15,22.176
sampler,16,22.3573
sampler,20,24.9493
sampler,24,26.8907
sampler,28,30.6883
sampler,32,32.043
sampler,36,35.5947
sampler,40,37.1413
sampler,44,38.08
sampler,48,41.4397
sampler,52,46.176
sampler,56,49.0343
sampler,60,50.8807
sampler,64,53.7923
sampler,80,64.9173
sampler,96,76.8003
sampler,112,89.452
sampler,128,104.917
sampler,144,114.379
sampler,160,127.169
sampler,176,125.761
sampler,192,145.909
sampler,208,157.856
sampler,224,170.326
sampler,240,178.657
sampler,256,186.977
