layer,sequences,time_us
lm_head,1,133.184
lm_head,2,132.639
lm_head,3,133.588
lm_head,4,134.036
lm_head,5,135.999
lm_head,6,134.911
lm_head,7,133.898
lm_head,8,136.714
lm_head,9,135.103
lm_head,10,132.682
lm_head,11,135.018
lm_head,12,133.642
lm_head,13,134.548
lm_head,14,135.648
lm_head,15,134.452
lm_head,16,137.492
lm_head,20,139.402
lm_head,24,138.377
lm_head,28,134.464
lm_head,32,134.26
lm_head,36,135.679
lm_head,40,135.178
lm_head,44,136.852
lm_head,48,136.191
lm_head,52,137.023
lm_head,56,135.487
lm_head,60,137.642
lm_head,64,135.85
lm_head,80,142.783
lm_head,96,137.919
lm_head,112,141.983
lm_head,128,144.404
lm_head,144,143.583
lm_head,160,147.039
lm_head,176,143.071
lm_head,192,143.359
lm_head,208,146.271
lm_head,224,149.77
lm_head,240,151.167
lm_head,256,152.19
sampler,1,15.6477
sampler,2,15.4347
sampler,3,15.2107
sampler,4,15.136
sampler,5,15.4773
sampler,6,15.4027
sampler,7,15.5413
sampler,8,15.1463
sampler,9,15.3177
sampler,10,15.5303
sampler,11,15.4347
sampler,12,15.4017
sampler,13,15.349
sampler,14,15.317
sampler,15,15.5947
sampler,16,15.1787
sampler,20,15.5093
sampler,24,15.4453
sampler,28,15.9457
sampler,32,15.9997
sampler,36,17.483
sampler,40,17.3867
sampler,44,17.1197
sampler,48,17.2273
sampler,52,17.9947
sampler,56,17.8347
sampler,60,18.3683
sampler,64,18.207
sampler,80,19.7007
sampler,96,20.352
sampler,112,21.6533
sampler,128,22.7093
sampler,144,26.773
sampler,160,28.5113
sampler,176,30.208
sampler,192,32.9593
sampler,208,34.7943
sampler,224,36.7043
sampler,240,38.784
sampler,256,41.4503
