prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.9383
0,0,1,32,12.918
0,0,1,64,12.8637
0,0,1,128,13.9097
0,0,1,256,14.89
0,0,1,512,15.744
0,0,1,1024,16.501
0,0,1,2048,17.8883
0,0,1,4096,21.333
0,0,1,8192,27.5197
0,0,1,16384,38.5493
0,0,2,16,12.405
0,0,2,32,12.3627
0,0,2,64,12.32
0,0,2,128,13.5787
0,0,2,256,14.848
0,0,2,512,16.511
0,0,2,1024,17.909
0,0,2,2048,20.6503
0,0,2,4096,26.6663
0,0,2,8192,37.8337
0,0,2,16384,58.6343
0,0,4,16,13.323
0,0,4,32,13.557
0,0,4,64,13.5467
0,0,4,128,14.741
0,0,4,256,15.7013
0,0,4,512,17.8877
0,0,4,1024,21.429
0,0,4,2048,26.5817
0,0,4,4096,37.9943
0,0,4,8192,59.0503
0,0,4,16384,101.631
0,0,8,16,13.3973
0,0,8,32,13.312
0,0,8,64,13.472
0,0,8,128,14.5277
0,0,8,256,16.064
0,0,8,512,20.3733
0,0,8,1024,26.2823
0,0,8,2048,38.2617
0,0,8,4096,59.1247
0,0,8,8192,101.631
0,0,8,16384,186.27
0,0,16,16,14.2073
0,0,16,32,14.0793
0,0,16,64,14.1337
0,0,16,128,15.819
0,0,16,256,18.6653
0,0,16,512,27.051
0,0,16,1024,38.3787
0,0,16,2048,59.9577
0,0,16,4096,103.316
0,0,16,8192,187.07
0,0,16,16384,357.843
0,0,32,16,18.1017
0,0,32,32,18.25
0,0,32,64,18.367
0,0,32,128,21.5467
0,0,32,256,27.488
0,0,32,512,42.1977
0,0,32,1024,63.6367
0,0,32,2048,104.671
0,0,32,4096,189.023
0,0,32,8192,358.238
0,0,32,16384,688.208
0,0,64,16,24.7147
0,0,64,32,24.8107
0,0,64,64,25.7383
0,0,64,128,32.7993
0,0,64,256,43.808
0,0,64,512,70.0367
0,0,64,1024,110.666
0,0,64,2048,192.479
0,0,64,4096,358.163
0,0,64,8192,691.184
0,0,64,16384,1364.73
0,0,128,16,37.7173
0,0,128,32,37.8983
0,0,128,64,39.9463
0,0,128,128,54.901
0,0,128,256,73.0987
0,0,128,512,121.46
0,0,128,1024,203.977
0,0,128,2048,366.344
0,0,128,4096,694.673
0,0,128,8192,1362.62
0,0,128,16384,2695.09
0,0,256,16,64.0953
0,0,256,32,65.4073
0,0,256,64,67.669
0,0,256,128,92.9163
0,0,256,256,126.581
0,0,256,512,217.3
0,0,256,1024,388.979
0,0,256,2048,711.558
0,0,256,4096,1370.45
0,0,256,8192,2707.89
0,0,256,16384,5412.91
16,0,0,0,15.05
16,0,1,16,14.635
16,0,1,32,14.624
16,0,1,64,14.4537
16,0,1,128,16.128
16,0,1,256,17.2587
