pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,0.1105,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,0.3833,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,0.141,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,0.0865,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,0.3157,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,0.1194,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.1169,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,0.2162,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.1401,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,0.099,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,0.4363,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,0.1647,2
0,n<=128,sr>70%,kvB<=16k,kp=0,0.222,4
0,n<=128,sr>70%,kvB<=1k,kp=0,1.068,4
0,n<=128,sr>70%,kvB<=4k,kp=0,0.3948,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0275,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.4172,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.0244,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0378,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.2635,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,0.039,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,0.0506,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,-0.0642,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,0.0514,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.0462,4
0,n<=16,sr>70%,kvB<=1k,kp=0,-0.1159,1
0,n<=16,sr>70%,kvB<=4k,kp=0,0.0577,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,0.5324,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,1.1495,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.6406,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,0.022,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.1449,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,0.022,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,0.035,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.1,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,0.0374,2
0,n<=256,sr<=5%,kvB<=16k,kp=0,0.0349,8
0,n<=256,sr<=5%,kvB<=1k,kp=0,0.1112,8
0,n<=256,sr<=5%,kvB<=4k,kp=0,0.0399,8
0,n<=256,sr<=70%,kvB<=16k,kp=0,-0.0101,2
0,n<=256,sr<=70%,kvB<=1k,kp=0,-0.035,2
0,n<=256,sr<=70%,kvB<=4k,kp=0,-0.0167,2
0,n<=256,sr>70%,kvB<=16k,kp=0,0.1814,4
0,n<=256,sr>70%,kvB<=1k,kp=0,0.0643,4
0,n<=256,sr>70%,kvB<=4k,kp=0,0.1602,4
0,n<=32,sr<=15%,kvB<=16k,kp=0,0.0569,6
0,n<=32,sr<=15%,kvB<=1k,kp=0,0.2683,6
0,n<=32,sr<=15%,kvB<=4k,kp=0,0.0145,6
0,n<=32,sr<=40%,kvB<=16k,kp=0,0.1921,2
0,n<=32,sr<=40%,kvB<=1k,kp=0,0.3641,2
0,n<=32,sr<=40%,kvB<=4k,kp=0,0.3467,2
0,n<=32,sr<=5%,kvB<=16k,kp=0,0.1791,2
0,n<=32,sr<=5%,kvB<=1k,kp=0,0.2611,2
0,n<=32,sr<=5%,kvB<=4k,kp=0,0.1887,2
0,n<=32,sr<=70%,kvB<=16k,kp=0,0.0176,2
0,n<=32,sr<=70%,kvB<=1k,kp=0,0.0871,2
0,n<=32,sr<=70%,kvB<=4k,kp=0,0.0118,2
0,n<=32,sr>70%,kvB<=16k,kp=0,0.9184,4
0,n<=32,sr>70%,kvB<=1k,kp=0,2.3393,3
0,n<=32,sr>70%,kvB<=4k,kp=0,1.2602,4
0,n<=4,sr<=40%,kvB<=16k,kp=0,0.1731,2
0,n<=4,sr<=40%,kvB<=1k,kp=0,0.8213,4
0,n<=4,sr<=40%,kvB<=4k,kp=0,0.4138,3
0,n<=4,sr<=70%,kvB<=16k,kp=0,0.1414,2
0,n<=4,sr<=70%,kvB<=1k,kp=0,1.1816,2
0,n<=4,sr<=70%,kvB<=4k,kp=0,0.2619,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.0323,2
0,n<=4,sr>70%,kvB<=1k,kp=0,0.2655,2
0,n<=4,sr>70%,kvB<=4k,kp=0,0.547,1
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.1154,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.5182,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.1769,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,0.0584,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.1834,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,0.1251,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.1601,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.4185,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.1909,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,0.0008,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,-0.0132,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0369,2
0,n<=64,sr>70%,kvB<=16k,kp=0,1.1798,4
0,n<=64,sr>70%,kvB<=1k,kp=0,1.754,4
0,n<=64,sr>70%,kvB<=4k,kp=0,1.1371,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0773,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.8374,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.2556,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.042,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.4053,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.1792,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,0.0527,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.3786,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.2132,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.0858,4
0,n<=8,sr>70%,kvB<=1k,kp=0,0.3521,3
0,n<=8,sr>70%,kvB<=4k,kp=0,-0.4131,2
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.1082,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.104,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0645,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.1088,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,-0.1287,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.1139,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,-0.003,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,-0.0448,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,-0.0003,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,-0.1244,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0036,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.409,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.093,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,-0.1487,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,-0.1224,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.1339,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0777,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.1426,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0754,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0745,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0232,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.081,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,-0.2322,2
