prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,11.264
0,0,1,32,11.4347
0,0,1,64,11.307
0,0,1,128,13.216
0,0,1,256,13.8127
0,0,1,512,14.6557
0,0,1,1024,15.211
0,0,1,2048,16.096
0,0,1,4096,17.6
0,0,1,8192,21.3653
0,0,1,16384,28.0853
0,0,1,32768,40.1487
0,0,2,16,11.659
0,0,2,32,11.6483
0,0,2,64,11.5093
0,0,2,128,12.7677
0,0,2,256,13.696
0,0,2,512,15.3597
0,0,2,1024,16.1173
0,0,2,2048,17.7387
0,0,2,4096,20.6397
0,0,2,8192,26.912
0,0,2,16384,38.9863
0,0,2,32768,61.3543
0,0,4,16,11.7333
0,0,4,32,11.723
0,0,4,64,11.6267
0,0,4,128,12.768
0,0,4,256,13.76
0,0,4,512,15.8187
0,0,4,1024,17.2583
0,0,4,2048,20.673
0,0,4,4096,27.8607
0,0,4,8192,38.0583
0,0,4,16384,59.019
0,0,4,32768,102.869
0,0,8,16,12.544
0,0,8,32,12.48
0,0,8,64,12.4587
0,0,8,128,13.5357
0,0,8,256,14.656
0,0,8,512,18.0377
0,0,8,1024,21.429
0,0,8,2048,27.2103
0,0,8,4096,38.4523
0,0,8,8192,59.6797
0,0,8,16384,101.887
0,0,8,32768,188.319
0,0,16,16,12.8743
0,0,16,32,13.0983
0,0,16,64,13.0777
0,0,16,128,14.411
0,0,16,256,16.3097
0,0,16,512,22.037
0,0,16,1024,27.9463
0,0,16,2048,39.5733
0,0,16,4096,60.7363
0,0,16,8192,102.762
0,0,16,16384,190.111
0,0,16,32768,356.533
0,0,32,16,13.077
0,0,32,32,13.184
0,0,32,64,13.5787
0,0,32,128,16.373
0,0,32,256,19.883
0,0,32,512,28.6297
0,0,32,1024,40.6397
0,0,32,2048,62.656
0,0,32,4096,105.461
0,0,32,8192,189.418
0,0,32,16384,359.263
0,0,32,32768,695.87
0,0,64,16,17.3443
0,0,64,32,17.3337
0,0,64,64,18.9533
0,0,64,128,23.989
0,0,64,256,30.7187
0,0,64,512,46.4633
0,0,64,1024,68.053
0,0,64,2048,109.536
0,0,64,4096,193.003
0,0,64,8192,358.036
0,0,64,16384,695.518
0,0,64,32768,1363.67
0,0,128,16,24.053
0,0,128,32,24.374
0,0,128,64,26.656
0,0,128,128,34.3147
0,0,128,256,45.4713
0,0,128,512,71.4563
0,0,128,1024,112.458
0,0,128,2048,195.114
0,0,128,4096,360.554
0,0,128,8192,692.414
0,0,128,16384,1362.76
0,0,128,32768,2718.04
0,0,256,16,37.8553
0,0,256,32,38.581
0,0,256,64,41.0457
0,0,256,128,54.9013
0,0,256,256,73.131
0,0,256,512,121.653
0,0,256,1024,203.711
0,0,256,2048,366.345
0,0,256,4096,693.491
0,0,256,8192,1357.56
0,0,256,16384,2704.79
0,0,256,32768,5367.95
16,0,0,0,11.9893
