req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit
0,PQPS,0,2,268435456,1,1,0,0,True
,PQPS,0,2,268435456,46874175,46874175,0,0,
,PQPS,0,2,93323264,97922877,97922877,0,0,
1,PQPS,0,3,175112192,97922877,108856109,10933232,0,False
,PQPS,0,3,241696768,163781803,163781803,0,0,
2,PQPS,0,2,14417920,163781803,176198770,12416967,0,False
3,PQPS,0,3,12320768,163781803,186342949,22561146,0,False
,PQPS,0,3,268435456,236054063,236054063,0,0,
,PQPS,0,3,268435456,283128717,283128717,0,0,
,PQPS,0,3,268435456,334395627,334395627,0,0,
,PQPS,0,3,156631040,389548393,389548393,0,0,
4,PQPS,0,3,4456448,389548393,401114703,11566310,0,False
5,PQPS,0,2,49020928,389548393,411159267,21610874,0,False
6,PQPS,0,3,58327040,389548393,421649476,32101083,0,False
,PQPS,0,3,268435456,480881999,480881999,0,0,
,PQPS,0,3,268435456,528738989,528738989,0,0,
,PQPS,0,3,268435456,580743819,580743819,0,0,
,PQPS,0,3,51904512,636679209,636679209,0,0,
7,PQPS,0,2,4456448,636679209,647198254,10519045,0,False
8,PQPS,0,3,150077440,665664566,675664566,10000000,0,False
9,PQPS,0,2,26345472,665664566,687165340,21500774,0,False
10,PQPS,0,3,17956864,719664094,729664094,10000000,0,False
11,PQPS,0,2,250478592,719664094,739843662,20179568,0,False
,PQPS,0,2,268435456,786711500,786711500,0,0,
,PQPS,0,2,268435456,837522154,837522154,0,0,
,PQPS,0,2,186122240,892250760,892250760,0,0,
12,PQPS,0,3,203816960,14739589309,14739589309,0,0,True
13,PQPS,0,2,268435456,14790281998,14790281998,0,0,True
,PQPS,0,2,241827840,14837156172,14837156172,0,0,
14,PQPS,0,2,26607616,14837156172,14849574450,12418278,0,False
,PQPS,0,2,212860928,14900616816,14900616816,0,0,
15,PQPS,0,2,51642368,14900616816,14912745425,12128609,0,False
16,PQPS,0,2,3932160,14900616816,14923261848,22645032,0,False
,PQPS,0,2,84541440,14970572770,14970572770,0,0,
17,PQPS,0,3,268435456,15089595581,15089595581,0,0,True
,PQPS,0,3,268435456,15136469755,15136469755,0,0,
,PQPS,0,3,268435456,15187518457,15187518457,0,0,
,PQPS,0,3,169345024,15242450487,15242450487,0,0,
18,PQPS,0,2,20709376,15242450487,15254143937,11693450,0,False
19,PQPS,0,3,78381056,15242450487,15264351030,21900543,0,False
,PQPS,0,3,268435456,15323388320,15323388320,0,0,
,PQPS,0,3,268435456,15371568254,15371568254,0,0,
,PQPS,0,3,248119296,15423885820,15423885820,0,0,
20,PQPS,0,2,20316160,15423885820,15436367012,12481192,0,False
,PQPS,0,2,79691776,15492618466,15492618466,0,0,
21,PQPS,0,3,188743680,15492618466,15503415383,10796917,0,False
,PQPS,0,3,15204352,15550611477,15550611477,0,0,
22,PQPS,0,2,268435456,15642749006,15642749006,0,0,True
,PQPS,0,2,268435456,15689623180,15689623180,0,0,
,PQPS,0,2,132644864,15740671882,15740671882,0,0,
23,PQPS,0,3,20840448,15740671882,15751998330,11326448,0,False
24,PQPS,0,2,60030976,15740671882,15762206734,21534852,0,False
25,PQPS,0,3,268435456,15820029286,15820029286,0,0,True
,PQPS,0,3,54525952,15866903460,15866903460,0,0,
26,PQPS,0,2,268435456,15903561268,15903561268,0,0,True
,PQPS,0,2,257032192,15950435442,15950435442,0,0,
27,PQPS,0,3,213909504,16313695642,16313695642,0,0,True
28,PQPS,0,2,268435456,16354022751,16354022751,0,0,True
,PQPS,0,2,68026368,16400896925,16400896925,0,0,
29,PQPS,0,3,95682560,16540045915,16540045915,0,0,True
