req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit
0,REACTIVE,0,2,268435456,1,100001,100000,100000,
,REACTIVE,0,2,268435456,46974175,46974175,0,0,
,REACTIVE,0,2,93323264,98022877,98022877,0,0,
1,REACTIVE,0,3,175112192,98022877,99056109,1033232,100000,
,REACTIVE,0,3,241696768,153981803,153981803,0,0,
2,REACTIVE,0,2,14417920,153981803,156498770,2516967,100000,
3,REACTIVE,0,3,12320768,153981803,156742949,2761146,100000,
,REACTIVE,0,3,268435456,206454063,206454063,0,0,
,REACTIVE,0,3,268435456,253528717,253528717,0,0,
,REACTIVE,0,3,268435456,304795627,304795627,0,0,
,REACTIVE,0,3,156631040,359948393,359948393,0,0,
4,REACTIVE,0,2,4456448,359948393,361614703,1666310,100000,
5,REACTIVE,0,3,49020928,359948393,361759267,1810874,100000,
6,REACTIVE,0,3,58327040,359948393,362249476,2301083,0,
,REACTIVE,0,3,268435456,421481999,421481999,0,0,
,REACTIVE,0,3,268435456,469338989,469338989,0,0,
,REACTIVE,0,3,268435456,521343819,521343819,0,0,
,REACTIVE,0,3,51904512,577279209,577279209,0,0,
7,REACTIVE,0,2,4456448,577279209,577898254,619045,100000,
8,REACTIVE,0,3,150077440,649663750,649763750,100000,100000,
9,REACTIVE,0,2,26345472,677061190,677161190,100000,100000,
10,REACTIVE,0,3,17956864,699462472,699562472,100000,100000,
11,REACTIVE,0,3,268435456,707388486,707388486,0,0,
,REACTIVE,0,3,268435456,754262660,754262660,0,0,
,REACTIVE,0,3,268435456,805311362,805311362,0,0,
,REACTIVE,0,3,168165376,860243392,860243392,0,0,
12,REACTIVE,0,2,203816960,14740281565,14740381565,100000,100000,
13,REACTIVE,0,3,268435456,14790217390,14790317390,100000,100000,
,REACTIVE,0,3,241827840,14837191564,14837191564,0,0,
14,REACTIVE,0,3,26607616,14837191564,14839609842,2418278,0,
,REACTIVE,0,3,212860928,14890652208,14890652208,0,0,
15,REACTIVE,0,3,51642368,14890652208,14892780817,2128609,0,
16,REACTIVE,0,3,3932160,14890652208,14893297240,2645032,0,
,REACTIVE,0,3,84541440,14940608162,14940608162,0,0,
17,REACTIVE,0,2,268435456,15089772008,15089872008,100000,100000,
,REACTIVE,0,2,268435456,15136746182,15136746182,0,0,
,REACTIVE,0,2,268435456,15187794884,15187794884,0,0,
,REACTIVE,0,2,169345024,15242726914,15242726914,0,0,
18,REACTIVE,0,3,20709376,15242726914,15244520364,1793450,100000,
19,REACTIVE,0,2,78381056,15242726914,15244827457,2100543,100000,
,REACTIVE,0,2,268435456,15303864747,15303864747,0,0,
,REACTIVE,0,2,268435456,15352044681,15352044681,0,0,
,REACTIVE,0,2,248119296,15404362247,15404362247,0,0,
20,REACTIVE,0,3,20316160,15404362247,15406943439,2581192,100000,
,REACTIVE,0,3,79691776,15463194893,15463194893,0,0,
21,REACTIVE,0,2,203948032,15491841878,15491941878,100000,100000,
22,REACTIVE,0,3,268435456,15642717458,15642817458,100000,100000,
,REACTIVE,0,3,268435456,15689691632,15689691632,0,0,
,REACTIVE,0,3,132644864,15740740334,15740740334,0,0,
23,REACTIVE,0,2,20840448,15740740334,15742166782,1426448,100000,
24,REACTIVE,0,3,60030976,15740740334,15742475186,1734852,100000,
25,REACTIVE,0,2,268435456,15820022288,15820122288,100000,100000,
,REACTIVE,0,2,54525952,15866996462,15866996462,0,0,
26,REACTIVE,0,3,268435456,15903563569,15903663569,100000,100000,
,REACTIVE,0,3,257032192,15950537743,15950537743,0,0,
27,REACTIVE,0,2,213909504,16313698107,16313798107,100000,100000,
28,REACTIVE,0,3,268435456,16353981491,16354081491,100000,100000,
,REACTIVE,0,3,68026368,16400955665,16400955665,0,0,
29,REACTIVE,0,2,95682560,16540013239,16540113239,100000,100000,
