req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit
0,REACTIVE,0,2,268435456,1,10000001,10000000,10000000,
,REACTIVE,0,2,268435456,56874175,56874175,0,0,
,REACTIVE,0,2,93323264,107922877,107922877,0,0,
1,REACTIVE,0,3,175112192,107922877,118856109,10933232,10000000,
,REACTIVE,0,3,241696768,173781803,173781803,0,0,
2,REACTIVE,0,4,14417920,173781803,186198770,12416967,10000000,
3,REACTIVE,0,2,12320768,173781803,196342949,22561146,10000000,
,REACTIVE,0,2,268435456,246054063,246054063,0,0,
,REACTIVE,0,2,268435456,293128717,293128717,0,0,
,REACTIVE,0,2,268435456,344395627,344395627,0,0,
,REACTIVE,0,2,156631040,399548393,399548393,0,0,
4,REACTIVE,0,3,4456448,399548393,411114703,11566310,10000000,
5,REACTIVE,0,2,49020928,399548393,421159267,21610874,10000000,
6,REACTIVE,0,3,58327040,399548393,431649476,32101083,10000000,
,REACTIVE,0,3,268435456,490881999,490881999,0,0,
,REACTIVE,0,3,268435456,538738989,538738989,0,0,
,REACTIVE,0,3,268435456,590743819,590743819,0,0,
,REACTIVE,0,3,51904512,646679209,646679209,0,0,
7,REACTIVE,0,4,4456448,646679209,657198254,10519045,10000000,
8,REACTIVE,0,2,150077440,675664566,685664566,10000000,10000000,
9,REACTIVE,0,3,26345472,675664566,697165340,21500774,10000000,
10,REACTIVE,0,2,17956864,729664094,739664094,10000000,10000000,
11,REACTIVE,0,2,250478592,729664094,739843662,10179568,0,
,REACTIVE,0,2,268435456,786711500,786711500,0,0,
,REACTIVE,0,2,268435456,837522154,837522154,0,0,
,REACTIVE,0,2,186122240,892250760,892250760,0,0,
12,REACTIVE,0,3,203816960,14739589309,14749589309,10000000,10000000,
13,REACTIVE,0,4,268435456,14790209048,14800209048,10000000,10000000,
,REACTIVE,0,4,241827840,14847083222,14847083222,0,0,
14,REACTIVE,0,2,26607616,14847083222,14859501500,12418278,10000000,
,REACTIVE,0,2,212860928,14910543866,14910543866,0,0,
15,REACTIVE,0,4,51642368,14910543866,14922672475,12128609,10000000,
16,REACTIVE,0,2,3932160,14910543866,14933188898,22645032,10000000,
,REACTIVE,0,2,84541440,14980499820,14980499820,0,0,
17,REACTIVE,0,3,268435456,15089007501,15099007501,10000000,10000000,
,REACTIVE,0,3,268435456,15145881675,15145881675,0,0,
,REACTIVE,0,3,268435456,15196930377,15196930377,0,0,
,REACTIVE,0,3,169345024,15251862407,15251862407,0,0,
18,REACTIVE,0,4,20709376,15251862407,15263555857,11693450,10000000,
19,REACTIVE,0,2,78381056,15251862407,15273762950,21900543,10000000,
,REACTIVE,0,2,268435456,15332800240,15332800240,0,0,
,REACTIVE,0,2,268435456,15380980174,15380980174,0,0,
,REACTIVE,0,2,248119296,15433297740,15433297740,0,0,
20,REACTIVE,0,3,20316160,15433297740,15445778932,12481192,10000000,
,REACTIVE,0,3,79691776,15502030386,15502030386,0,0,
21,REACTIVE,0,4,188743680,15502030386,15512827303,10796917,10000000,
,REACTIVE,0,4,15204352,15560023397,15560023397,0,0,
22,REACTIVE,0,2,268435456,15642752703,15652752703,10000000,10000000,
,REACTIVE,0,2,268435456,15699626877,15699626877,0,0,
,REACTIVE,0,2,132644864,15750675579,15750675579,0,0,
23,REACTIVE,0,3,20840448,15750675579,15762002027,11326448,10000000,
24,REACTIVE,0,4,60030976,15750675579,15772210431,21534852,10000000,
25,REACTIVE,0,2,268435456,15820044210,15830044210,10000000,10000000,
,REACTIVE,0,2,54525952,15876918384,15876918384,0,0,
26,REACTIVE,0,3,268435456,15903561000,15913561000,10000000,10000000,
,REACTIVE,0,3,257032192,15960435174,15960435174,0,0,
27,REACTIVE,0,4,213909504,16313724827,16323724827,10000000,10000000,
28,REACTIVE,0,2,268435456,16362072390,16372072390,10000000,10000000,
,REACTIVE,0,2,68026368,16418946564,16418946564,0,0,
29,REACTIVE,0,4,95682560,16540026759,16550026759,10000000,10000000,
