req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit
0,PQPS,0,2,268435456,1,1,0,0,True
,PQPS,0,2,268435456,46874175,46874175,0,0,
,PQPS,0,2,93323264,97922877,97922877,0,0,
1,PQPS,0,3,175112192,97922877,99856109,1933232,0,False
,PQPS,0,3,241696768,154781803,154781803,0,0,
2,PQPS,0,2,14417920,154781803,158198770,3416967,0,False
3,PQPS,0,3,12320768,154781803,159342949,4561146,0,False
,PQPS,0,3,268435456,209054063,209054063,0,0,
,PQPS,0,3,268435456,256128717,256128717,0,0,
,PQPS,0,3,268435456,307395627,307395627,0,0,
,PQPS,0,3,156631040,362548393,362548393,0,0,
4,PQPS,0,2,4456448,362548393,365114703,2566310,0,False
5,PQPS,0,3,49020928,362548393,366159267,3610874,0,False
6,PQPS,0,3,58327040,362548393,367649476,5101083,0,False
,PQPS,0,3,268435456,426881999,426881999,0,0,
,PQPS,0,3,268435456,474738989,474738989,0,0,
,PQPS,0,3,268435456,526743819,526743819,0,0,
,PQPS,0,3,51904512,582679209,582679209,0,0,
7,PQPS,0,2,4456448,582679209,584198254,1519045,0,False
8,PQPS,0,3,150077440,649657850,649657850,0,0,True
9,PQPS,0,2,26345472,676955290,677955290,1000000,0,False
10,PQPS,0,3,17956864,699466837,699466837,0,0,True
11,PQPS,0,3,268435456,707292851,707292851,0,0,True
,PQPS,0,3,268435456,754167025,754167025,0,0,
,PQPS,0,3,268435456,805215727,805215727,0,0,
,PQPS,0,3,168165376,860147757,860147757,0,0,
12,PQPS,0,2,203816960,14740185930,14740185930,0,0,True
13,PQPS,0,3,268435456,14790207716,14790207716,0,0,True
,PQPS,0,3,241827840,14837081890,14837081890,0,0,
14,PQPS,0,3,26607616,14837081890,14840500168,3418278,0,False
,PQPS,0,3,212860928,14891542534,14891542534,0,0,
15,PQPS,0,3,51642368,14891542534,14894671143,3128609,0,False
16,PQPS,0,3,3932160,14891542534,14896187566,4645032,0,False
,PQPS,0,3,84541440,14943498488,14943498488,0,0,
17,PQPS,0,2,268435456,15089662334,15089662334,0,0,True
,PQPS,0,2,268435456,15136536508,15136536508,0,0,
,PQPS,0,2,268435456,15187585210,15187585210,0,0,
,PQPS,0,2,169345024,15242517240,15242517240,0,0,
18,PQPS,0,3,20709376,15242517240,15245210690,2693450,0,False
19,PQPS,0,2,78381056,15242517240,15246417783,3900543,0,False
,PQPS,0,2,268435456,15305455073,15305455073,0,0,
,PQPS,0,2,268435456,15353635007,15353635007,0,0,
,PQPS,0,2,248119296,15405952573,15405952573,0,0,
20,PQPS,0,3,20316160,15405952573,15409433765,3481192,0,False
,PQPS,0,3,79691776,15465685219,15465685219,0,0,
21,PQPS,0,2,203948032,15491843770,15491843770,0,0,True
22,PQPS,0,3,268435456,15642709915,15642709915,0,0,True
,PQPS,0,3,268435456,15689584089,15689584089,0,0,
,PQPS,0,3,132644864,15740632791,15740632791,0,0,
23,PQPS,0,2,20840448,15740632791,15742959239,2326448,0,False
24,PQPS,0,3,60030976,15740632791,15744167643,3534852,0,False
25,PQPS,0,2,268435456,15820044608,15820044608,0,0,True
,PQPS,0,2,54525952,15866918782,15866918782,0,0,
26,PQPS,0,3,268435456,15903572232,15903572232,0,0,True
,PQPS,0,3,257032192,15950446406,15950446406,0,0,
27,PQPS,0,2,213909504,16313696198,16313696198,0,0,True
28,PQPS,0,3,268435456,16354029001,16354029001,0,0,True
,PQPS,0,3,68026368,16400903175,16400903175,0,0,
29,PQPS,0,2,95682560,16540054970,16540054970,0,0,True
