req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit
,BFF,0,2,268435456,1,13000000,12999999,10000000,
,BFF,0,2,268435456,59874174,70000000,10125826,10000000,
,BFF,0,2,93323264,121048702,133000000,11951298,10000000,
,BFF,0,3,175112192,121048702,143935000,22886298,10000000,
,BFF,0,3,241696768,198860694,211000000,12139306,10000000,
,BFF,0,2,14417920,198860694,223420000,24559306,10000000,
,BFF,0,3,12320768,198860694,233575000,34714306,10000000,
,BFF,0,3,268435456,283286114,295000000,11713886,10000000,
,BFF,0,3,268435456,342074654,355000000,12925346,10000000,
,BFF,0,3,268435456,406266910,418000000,11733090,10000000,
,BFF,0,3,156631040,473152766,484000000,10847234,10000000,
,BFF,0,3,4456448,473152766,495580000,22427234,10000000,
,BFF,0,2,49020928,473152766,505630000,32477234,10000000,
,BFF,0,3,58327040,473152766,516130000,42977234,10000000,
,BFF,0,3,268435456,575362523,586000000,10637477,10000000,
,BFF,0,3,268435456,633856990,646000000,12143010,10000000,
,BFF,0,3,268435456,698004830,709000000,10995170,10000000,
,BFF,0,3,51904512,764935390,775000000,10064610,10000000,
,BFF,0,2,4456448,764935390,785530000,20594610,10000000,
,BFF,0,3,150077440,764935390,795580000,30644610,10000000,
,BFF,0,2,26345472,764935390,807085000,42149610,10000000,
,BFF,0,3,17956864,764935390,817360000,52424610,10000000,
,BFF,0,2,17694720,764935390,827545000,62609610,10000000,
,BFF,0,2,268435456,887485480,898000000,10514520,10000000,
,BFF,0,2,268435456,945144318,958000000,12855682,10000000,
,BFF,0,2,268435456,1009359102,1021000000,11640898,10000000,
,BFF,0,2,150470656,1076247486,1087000000,10752514,10000000,
,BFF,0,3,203816960,14739872366,14752000000,12127634,10000000,
,BFF,0,2,268435456,14790204043,14803000000,12795957,10000000,
,BFF,0,2,241827840,14849874174,14860000000,10125826,10000000,
,BFF,0,2,26607616,14849874174,14872420000,22545826,10000000,
,BFF,0,2,212860928,14923462366,14935000000,11537634,10000000,
,BFF,0,2,51642368,14923462366,14947135000,23672634,10000000,
,BFF,0,2,3932160,14923462366,14957665000,34202634,10000000,
,BFF,0,2,84541440,15004975922,15016000000,11024078,10000000,
,BFF,0,3,268435456,15088935984,15100000000,11064016,10000000,
,BFF,0,3,268435456,15146874174,15157000000,10125826,10000000,
,BFF,0,3,268435456,15208048702,15220000000,11951298,10000000,
,BFF,0,3,169345024,15274932030,15286000000,11067970,10000000,
,BFF,0,2,20709376,15274932030,15297700000,22767970,10000000,
,BFF,0,3,78381056,15274932030,15307915000,32982970,10000000,
,BFF,0,3,268435456,15366952290,15379000000,12047710,10000000,
,BFF,0,3,268435456,15427179934,15439000000,11820066,10000000,
,BFF,0,3,248119296,15491317566,15502000000,10682434,10000000,
,BFF,0,2,20316160,15491317566,15514495000,23177434,10000000,
,BFF,0,2,79691776,15570746454,15583000000,12253546,10000000,
,BFF,0,3,188743680,15570746454,15593800000,23053546,10000000,
,BFF,0,3,15204352,15640996094,15652000000,11003906,10000000,
,BFF,0,2,268435456,15660215141,15673000000,12784859,10000000,
,BFF,0,2,268435456,15719874174,15730000000,10125826,10000000,
,BFF,0,2,132644864,15781048702,15793000000,11951298,10000000,
,BFF,0,2,20840448,15781048702,15804340000,23291298,10000000,
,BFF,0,2,60030976,15781048702,15814555000,33506298,10000000,
,BFF,0,3,268435456,15859505849,15871000000,11494151,10000000,
,BFF,0,3,54525952,15917874174,15928000000,10125826,10000000,
,BFF,0,3,213909504,15917874174,15938560000,20685826,10000000,
,BFF,0,3,268435456,15989602366,16000000000,10397634,10000000,
,BFF,0,3,43122688,16050298334,16063000000,12701666,10000000,
,BFF,0,2,213909504,16313697709,16324000000,10302291,10000000,
,BFF,0,3,268435456,16362347563,16375000000,12652437,10000000,
,BFF,0,3,68026368,16421874174,16432000000,10125826,10000000,
,BFF,0,2,95682560,16540010292,16552000000,11989708,10000000,
