req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit
,BFF,0,2,268435456,1,4000000,3999999,1000000,
,BFF,0,2,268435456,50874174,52000000,1125826,1000000,
,BFF,0,2,93323264,103048702,106000000,2951298,1000000,
,BFF,0,3,175112192,103048702,107935000,4886298,1000000,
,BFF,0,3,241696768,162860694,166000000,3139306,1000000,
,BFF,0,2,14417920,162860694,169420000,6559306,1000000,
,BFF,0,3,12320768,162860694,170575000,7714306,1000000,
,BFF,0,3,268435456,220286114,223000000,2713886,1000000,
,BFF,0,3,268435456,270074654,274000000,3925346,1000000,
,BFF,0,3,268435456,325266910,328000000,2733090,1000000,
,BFF,0,3,156631040,383152766,385000000,1847234,1000000,
,BFF,0,2,4456448,383152766,387580000,4427234,1000000,
,BFF,0,3,49020928,383152766,388630000,5477234,1000000,
,BFF,0,3,58327040,383152766,390130000,6977234,1000000,
,BFF,0,3,268435456,449362523,451000000,1637477,1000000,
,BFF,0,3,268435456,498856990,502000000,3143010,1000000,
,BFF,0,3,268435456,554004830,556000000,1995170,1000000,
,BFF,0,3,51904512,611935390,613000000,1064610,1000000,
,BFF,0,2,4456448,611935390,614530000,2594610,1000000,
,BFF,0,3,150077440,649664857,652000000,2335143,1000000,
,BFF,0,2,26345472,679297440,682000000,2702560,1000000,
,BFF,0,3,17956864,699470339,703000000,3529661,1000000,
,BFF,0,3,268435456,710826014,712000000,1173986,1000000,
,BFF,0,3,268435456,758874174,760000000,1125826,1000000,
,BFF,0,3,268435456,811048702,814000000,2951298,1000000,
,BFF,0,3,168165376,868932030,871000000,2067970,1000000,
,BFF,0,2,203816960,14740038173,14743000000,2961827,1000000,
,BFF,0,3,268435456,14790216024,14794000000,3783976,1000000,
,BFF,0,3,241827840,14840874174,14842000000,1125826,1000000,
,BFF,0,3,26607616,14840874174,14845420000,4545826,1000000,
,BFF,0,3,212860928,14896462366,14899000000,2537634,1000000,
,BFF,0,3,51642368,14896462366,14902135000,5672634,1000000,
,BFF,0,3,3932160,14896462366,14903665000,7202634,1000000,
,BFF,0,3,84541440,14950975922,14953000000,2024078,1000000,
,BFF,0,2,268435456,15089779821,15091000000,1220179,1000000,
,BFF,0,2,268435456,15137874174,15139000000,1125826,1000000,
,BFF,0,2,268435456,15190048702,15193000000,2951298,1000000,
,BFF,0,2,169345024,15247932030,15250000000,2067970,1000000,
,BFF,0,3,20709376,15247932030,15252700000,4767970,1000000,
,BFF,0,2,78381056,15247932030,15253915000,5982970,1000000,
,BFF,0,2,268435456,15312952290,15316000000,3047710,1000000,
,BFF,0,2,268435456,15364179934,15367000000,2820066,1000000,
,BFF,0,2,248119296,15419317566,15421000000,1682434,1000000,
,BFF,0,3,20316160,15419317566,15424495000,5177434,1000000,
,BFF,0,3,79691776,15480746454,15484000000,3253546,1000000,
,BFF,0,3,203948032,15500417775,15502000000,1582225,1000000,
,BFF,0,2,268435456,15642708006,15646000000,3291994,1000000,
,BFF,0,2,268435456,15692874174,15694000000,1125826,1000000,
,BFF,0,2,132644864,15745048702,15748000000,2951298,1000000,
,BFF,0,3,20840448,15745048702,15750340000,5291298,1000000,
,BFF,0,2,60030976,15745048702,15751555000,6506298,1000000,
,BFF,0,3,268435456,15820027570,15823000000,2972430,1000000,
,BFF,0,3,54525952,15869874174,15871000000,1125826,1000000,
,BFF,0,2,268435456,15903567795,15907000000,3432205,1000000,
,BFF,0,2,257032192,15953874174,15955000000,1125826,1000000,
,BFF,0,3,213909504,16313714364,16315000000,1285636,1000000,
,BFF,0,2,268435456,16354005175,16357000000,2994825,1000000,
,BFF,0,2,68026368,16403874174,16405000000,1125826,1000000,
,BFF,0,3,95682560,16539998591,16543000000,3001409,1000000,
