req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit,plane
18,REACTIVE,0,6,20709376,1345834586,1356429652,10595066,10000000,,O
20,REACTIVE,0,4,100007936,1345834586,1366636745,20802159,10000000,,O
21,REACTIVE,0,5,88211456,1345834586,1377636824,31802238,10000000,,O
,REACTIVE,2,7,25034752,1359172287,1359172287,0,0,,O
17,REACTIVE,2,5,243400704,1359172287,1388518938,29346651,10000000,,O
,REACTIVE,0,5,115736576,1424982723,1434982723,10000000,10000000,,O
23,REACTIVE,0,7,20840448,1424982723,1446140088,21157365,10000000,,O
25,REACTIVE,0,6,131858432,1424982723,1456348492,31365769,10000000,,O
,REACTIVE,2,5,268435456,1435828504,1446140088,10311584,10000000,,O
,REACTIVE,2,5,268435456,1496852214,1496852214,0,0,,O
,REACTIVE,0,6,191102976,1504683574,1504683574,0,0,,O
27,REACTIVE,0,7,77332480,1504683574,1516594603,11911029,10000000,,O
,REACTIVE,2,5,194379776,1551498708,1551498708,0,0,,O
19,REACTIVE,2,7,74055680,1551498708,1563442505,11943797,10000000,,O
,REACTIVE,0,7,136577024,1565592201,1575592201,10000000,10000000,,O
28,REACTIVE,0,7,131858432,1565592201,1576957971,11365770,0,,O
,REACTIVE,2,7,268435456,1622070823,1632070823,10000000,10000000,,O
,REACTIVE,0,7,204603392,1625113297,1644755177,19641880,10000000,,O
30,REACTIVE,0,7,63832064,1625113297,1646801210,21687913,0,,O
,REACTIVE,2,7,268435456,1680173797,1690173797,10000000,10000000,,O
,REACTIVE,0,7,268435456,1695798808,1705798808,10000000,10000000,,O
,REACTIVE,2,7,252444672,1742416259,1752416259,10000000,10000000,,O
22,REACTIVE,2,6,15990784,1742416259,1764940705,22524446,10000000,,O
,REACTIVE,0,7,268435456,1753728150,1764940705,11212555,10000000,,O
,REACTIVE,0,7,68812800,1817026751,1817026751,0,0,,O
32,REACTIVE,0,7,199622656,1817026751,1817714879,688128,0,,O
,REACTIVE,2,6,268435456,1821123519,1821123519,0,0,,O
,REACTIVE,2,6,268435456,1868238109,1868238109,0,0,,O
,REACTIVE,0,7,40501248,1873733501,1873733501,0,0,,O
34,REACTIVE,0,6,227934208,1873733501,1884138513,10405012,10000000,,O
,REACTIVE,2,6,116654080,1919568187,1929568187,10000000,10000000,,O
24,REACTIVE,2,5,60030976,1919568187,1940734727,21166540,10000000,,O
26,REACTIVE,2,7,91750400,1919568187,1951335036,31766849,10000000,,O
,REACTIVE,0,6,268435456,1934229391,1944229391,10000000,10000000,,O
,REACTIVE,0,6,268435456,1994715821,1994715821,0,0,,O
,REACTIVE,2,7,268435456,2006547622,2006547622,0,0,,O
,REACTIVE,0,6,98566144,2049178731,2049178731,0,0,,O
36,REACTIVE,0,4,136839168,2049178731,2060164392,10985661,10000000,,O
38,REACTIVE,0,7,33030144,2049178731,2071532783,22354052,10000000,,O
,REACTIVE,2,7,165281792,2054940996,2081863084,26922088,10000000,,O
29,REACTIVE,2,7,95682560,2054940996,2054940996,0,0,,O
31,REACTIVE,2,4,7471104,2054940996,2071532783,16591787,10000000,,O
,REACTIVE,0,7,180617216,2129904057,2139904057,10000000,10000000,,O
39,REACTIVE,0,7,87818240,2129904057,2141710229,11806172,0,,O
,REACTIVE,2,4,268435456,2134402006,2134402006,0,0,,O
,REACTIVE,2,4,60817408,2181415796,2181415796,0,0,,O
33,REACTIVE,2,4,207618048,2181415796,2182023970,608174,0,,O
,REACTIVE,0,7,268435456,2189110739,2189110739,0,0,,O
,REACTIVE,2,4,6029312,2233199808,2233199808,0,0,,O
35,REACTIVE,2,7,262406144,2233199808,2243260101,10060293,10000000,,O
,REACTIVE,0,7,82968576,2237444753,2255884162,18439409,10000000,,O
,REACTIVE,2,7,268435456,2293465251,2303465251,10000000,10000000,,O
,REACTIVE,2,7,268435456,2354435841,2354435841,0,0,,O
,REACTIVE,2,7,175374336,2409300319,2409300319,0,0,,O
37,REACTIVE,2,6,42860544,2409300319,2421054062,11753743,10000000,,O
