req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit,plane
0,REACTIVE,0,4,268435456,1,10000001,10000000,10000000,,O
1,REACTIVE,2,5,268435456,10196327,20196327,10000000,10000000,,O
,REACTIVE,0,4,268435456,56874175,56874175,0,0,,O
,REACTIVE,2,5,148373504,67070501,67070501,0,0,,O
3,REACTIVE,2,7,120061952,67070501,78554236,11483735,10000000,,O
,REACTIVE,0,4,93323264,107922877,107922877,0,0,,O
2,REACTIVE,0,6,14417920,107922877,118856109,10933232,10000000,,O
4,REACTIVE,0,4,4456448,107922877,129000288,21077411,10000000,,O
6,REACTIVE,0,6,156237824,107922877,139044852,31121975,10000000,,O
,REACTIVE,2,7,268435456,129596602,129596602,0,0,,O
,REACTIVE,2,7,268435456,178432184,178432184,0,0,,O
,REACTIVE,0,6,268435456,193971167,193971167,0,0,,O
,REACTIVE,2,7,268435456,231428854,231428854,0,0,,O
,REACTIVE,0,6,268435456,243355453,243355453,0,0,,O
,REACTIVE,2,7,48889856,288324340,288324340,0,0,,O
5,REACTIVE,2,5,49020928,288324340,298813238,10488898,10000000,,O
7,REACTIVE,2,7,4456448,288324340,309303447,20979107,10000000,,O
9,REACTIVE,2,5,26345472,288324340,319348011,31023671,10000000,,O
11,REACTIVE,2,7,139722752,288324340,329611465,41287125,10000000,,O
,REACTIVE,0,6,222429184,296884891,296884891,0,0,,O
8,REACTIVE,0,4,46006272,296884891,309109182,12224291,10000000,,O
,REACTIVE,0,4,104071168,366519836,366519836,0,0,,O
10,REACTIVE,0,6,17956864,366519836,377560547,11040711,10000000,,O
,REACTIVE,2,7,268435456,390441971,390441971,0,0,,O
,REACTIVE,2,7,268435456,439562801,439562801,0,0,,O
,REACTIVE,2,7,268435456,492854895,492854895,0,0,,O
,REACTIVE,2,7,28442624,550037261,550037261,0,0,,O
12,REACTIVE,0,4,203816960,1228696924,1238696924,10000000,10000000,,O
13,REACTIVE,2,5,268435456,1238837469,1248837469,10000000,10000000,,O
14,REACTIVE,0,6,239468544,1276572063,1286572063,10000000,10000000,,O
16,REACTIVE,0,4,28966912,1276572063,1298966748,22394685,10000000,,O
,REACTIVE,2,5,241827840,1295711643,1295711643,0,0,,O
15,REACTIVE,2,7,26607616,1295711643,1308129921,12418278,10000000,,O
,REACTIVE,0,4,59506688,1345834586,1345834586,0,0,,O
