req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit
0,PQPS,0,2,268435456,1,1,0,0,True
,PQPS,0,2,268435456,46874175,46874175,0,0,
,PQPS,0,2,93323264,97922877,97922877,0,0,
1,PQPS,0,2,175112192,97922877,98856109,933232,0,False
,PQPS,0,2,241696768,153781803,153781803,0,0,
2,PQPS,0,2,14417920,153781803,156198770,2416967,0,False
3,PQPS,0,2,12320768,153781803,156342949,2561146,0,False
,PQPS,0,2,268435456,206054063,206054063,0,0,
,PQPS,0,2,268435456,253128717,253128717,0,0,
,PQPS,0,2,268435456,304395627,304395627,0,0,
,PQPS,0,2,156631040,359548393,359548393,0,0,
4,PQPS,0,2,4456448,359548393,361114703,1566310,0,False
5,PQPS,0,2,49020928,359548393,361159267,1610874,0,False
6,PQPS,0,2,58327040,359548393,361649476,2101083,0,False
,PQPS,0,2,268435456,420881999,420881999,0,0,
,PQPS,0,2,268435456,468738989,468738989,0,0,
,PQPS,0,2,268435456,520743819,520743819,0,0,
,PQPS,0,2,51904512,576679209,576679209,0,0,
7,PQPS,0,2,4456448,576679209,577198254,519045,0,False
8,PQPS,0,2,150077440,649675233,649675233,0,0,True
9,PQPS,0,2,26345472,649675233,651176007,1500774,0,False
10,PQPS,0,2,17956864,699462234,699462234,0,0,True
11,PQPS,0,2,268435456,707288248,707288248,0,0,True
,PQPS,0,2,268435456,754162422,754162422,0,0,
,PQPS,0,2,268435456,805211124,805211124,0,0,
,PQPS,0,2,168165376,860143154,860143154,0,0,
12,PQPS,0,2,203816960,14740181327,14740181327,0,0,True
13,PQPS,0,2,268435456,14790216831,14790216831,0,0,True
,PQPS,0,2,241827840,14837091005,14837091005,0,0,
14,PQPS,0,2,26607616,14837091005,14839509283,2418278,0,False
,PQPS,0,2,212860928,14890551649,14890551649,0,0,
15,PQPS,0,2,51642368,14890551649,14892680258,2128609,0,False
16,PQPS,0,2,3932160,14890551649,14893196681,2645032,0,False
,PQPS,0,2,84541440,14940507603,14940507603,0,0,
17,PQPS,0,2,268435456,15089271614,15089271614,0,0,True
,PQPS,0,2,268435456,15136145788,15136145788,0,0,
,PQPS,0,2,268435456,15187194490,15187194490,0,0,
,PQPS,0,2,169345024,15242126520,15242126520,0,0,
18,PQPS,0,2,20709376,15242126520,15243819970,1693450,0,False
19,PQPS,0,2,78381056,15242126520,15244027063,1900543,0,False
,PQPS,0,2,268435456,15303064353,15303064353,0,0,
,PQPS,0,2,268435456,15351244287,15351244287,0,0,
,PQPS,0,2,248119296,15403561853,15403561853,0,0,
20,PQPS,0,2,20316160,15403561853,15406043045,2481192,0,False
,PQPS,0,2,79691776,15462294499,15462294499,0,0,
21,PQPS,0,2,203948032,15491830974,15491830974,0,0,True
22,PQPS,0,2,268435456,15643532971,15643532971,0,0,True
,PQPS,0,2,268435456,15690407145,15690407145,0,0,
,PQPS,0,2,132644864,15741455847,15741455847,0,0,
23,PQPS,0,2,20840448,15741455847,15742782295,1326448,0,False
24,PQPS,0,2,60030976,15741455847,15742990699,1534852,0,False
25,PQPS,0,2,268435456,15820027105,15820027105,0,0,True
,PQPS,0,2,54525952,15866901279,15866901279,0,0,
26,PQPS,0,2,268435456,15903563394,15903563394,0,0,True
,PQPS,0,2,257032192,15950437568,15950437568,0,0,
27,PQPS,0,2,213909504,16313699412,16313699412,0,0,True
28,PQPS,0,2,268435456,16354020370,16354020370,0,0,True
,PQPS,0,2,68026368,16400894544,16400894544,0,0,
29,PQPS,0,2,95682560,16540017171,16540017171,0,0,True
