req_id,policy,src,dst,bytes,ready_ns,start_ns,stall_ns,setup_ns,resv_hit
,NEGOTIATOR,0,2,268435456,1,190000000,189999999,10000000,
,NEGOTIATOR,0,2,268435456,236874174,370000000,133125826,10000000,
,NEGOTIATOR,0,2,93323264,421048702,610000000,188951298,10000000,
,NEGOTIATOR,0,3,175112192,421048702,670000000,248951298,10000000,
,NEGOTIATOR,0,3,241696768,724925694,910000000,185074306,10000000,
,NEGOTIATOR,0,2,14417920,724925694,970000000,245074306,10000000,
,NEGOTIATOR,0,3,12320768,724925694,1030000000,305074306,10000000,
,NEGOTIATOR,0,3,268435456,1079711114,1210000000,130288886,10000000,
,NEGOTIATOR,0,3,268435456,1257074654,1390000000,132925346,10000000,
,NEGOTIATOR,0,3,268435456,1441266910,1630000000,188733090,10000000,
,NEGOTIATOR,0,3,156631040,1685152766,1870000000,184847234,10000000,
,NEGOTIATOR,0,2,4456448,1685152766,1930000000,244847234,10000000,
,NEGOTIATOR,0,3,49020928,1685152766,1990000000,304847234,10000000,
,NEGOTIATOR,0,2,58327040,1685152766,2050000000,364847234,10000000,
,NEGOTIATOR,0,2,268435456,2109232523,2290000000,180767477,10000000,
,NEGOTIATOR,0,2,268435456,2337856990,2470000000,132143010,10000000,
,NEGOTIATOR,0,2,268435456,2522004830,2710000000,187995170,10000000,
,NEGOTIATOR,0,2,51904512,2765935390,2950000000,184064610,10000000,
,NEGOTIATOR,0,3,4456448,2765935390,3010000000,244064610,10000000,
,NEGOTIATOR,0,2,150077440,2765935390,3070000000,304064610,10000000,
,NEGOTIATOR,0,3,26345472,2765935390,3130000000,364064610,10000000,
,NEGOTIATOR,0,2,17956864,2765935390,3190000000,424064610,10000000,
,NEGOTIATOR,0,3,17694720,2765935390,3250000000,484064610,10000000,
,NEGOTIATOR,0,3,268435456,3309940480,3490000000,180059520,10000000,
,NEGOTIATOR,0,3,268435456,3537144318,3670000000,132855682,10000000,
,NEGOTIATOR,0,3,268435456,3721359102,3910000000,188640898,10000000,
,NEGOTIATOR,0,3,150470656,3965247486,4150000000,184752514,10000000,
,NEGOTIATOR,0,2,203816960,14739872366,14890000000,150127634,10000000,
,NEGOTIATOR,0,3,268435456,14927875139,15070000000,142124861,10000000,
,NEGOTIATOR,0,3,241827840,15116874174,15250000000,133125826,10000000,
,NEGOTIATOR,0,2,26607616,15116874174,15310000000,193125826,10000000,
,NEGOTIATOR,0,2,212860928,15361042366,15550000000,188957634,10000000,
,NEGOTIATOR,0,3,51642368,15361042366,15610000000,248957634,10000000,
,NEGOTIATOR,0,2,3932160,15361042366,15670000000,308957634,10000000,
,NEGOTIATOR,0,2,84541440,15717310922,15850000000,132689078,10000000,
,NEGOTIATOR,0,3,183894016,15717310922,15910000000,192689078,10000000,
,NEGOTIATOR,0,3,268435456,15956999326,16090000000,133000674,10000000,
,NEGOTIATOR,0,3,268435456,16139858462,16270000000,130141538,10000000,
,NEGOTIATOR,0,3,253886464,16323906942,16510000000,186093058,10000000,
,NEGOTIATOR,0,2,14548992,16323906942,16570000000,246093058,10000000,
,NEGOTIATOR,0,2,6160384,16627791294,16810000000,182208706,10000000,
,NEGOTIATOR,0,3,262275072,16627791294,16870000000,242208706,10000000,
,NEGOTIATOR,0,3,268435456,16917093790,17050000000,132906210,10000000,
,NEGOTIATOR,0,3,268435456,17100968862,17290000000,189031138,10000000,
,NEGOTIATOR,0,3,64225280,17344863006,17530000000,185136994,10000000,
,NEGOTIATOR,0,2,100007936,17344863006,17590000000,245136994,10000000,
,NEGOTIATOR,0,3,104202240,17344863006,17650000000,305136994,10000000,
,NEGOTIATOR,0,3,99745792,17708938186,17890000000,181061814,10000000,
,NEGOTIATOR,0,2,168689664,17708938186,17950000000,241061814,10000000,
,NEGOTIATOR,0,2,268435456,17998574750,18130000000,131425250,10000000,
,NEGOTIATOR,0,2,232390656,18179607358,18310000000,130392642,10000000,
,NEGOTIATOR,0,3,20840448,18179607358,18370000000,190392642,10000000,
,NEGOTIATOR,0,2,15204352,18179607358,18430000000,250392642,10000000,
,NEGOTIATOR,0,2,44826624,18483697386,18670000000,186302614,10000000,
,NEGOTIATOR,0,3,223608832,18483697386,18730000000,246302614,10000000,
,NEGOTIATOR,0,3,99352576,18777100510,18910000000,132899490,10000000,
,NEGOTIATOR,0,2,169082880,18777100510,18970000000,192899490,10000000,
,NEGOTIATOR,0,2,268435456,19020421022,19210000000,189578978,10000000,
,NEGOTIATOR,0,2,87949312,19259614142,19390000000,130385858,10000000,
,NEGOTIATOR,0,3,180486144,19259614142,19450000000,190385858,10000000,
,NEGOTIATOR,0,3,33423360,19503701406,19690000000,186298594,10000000,
,NEGOTIATOR,0,2,235012096,19503701406,19750000000,246298594,10000000,
,NEGOTIATOR,0,2,101449728,19799797694,19930000000,130202306,10000000,
,NEGOTIATOR,0,3,95682560,19799797694,19990000000,190202306,10000000,
